animal1,animal2,language_similarity_simple_dist_color
mammoth,cheetah,0.3716318703479498
panda,cheetah,0.3190877411137674
panther,cheetah,0.4626291082191466
pig,cheetah,0.3591332128476956
pigeon,cheetah,0.35403972012480384
polarbear,cheetah,0.3702893650237561
rhino,cheetah,0.21804828664606357
shark,cheetah,0.2786643789644176
sheep,cheetah,0.4001319919302601
skunk,cheetah,0.4213197501832474
sloth,cheetah,0.41076965803693993
swan,cheetah,0.4056807880027312
zebra,cheetah,0.503313070856881
bat,crow,0.4286392688659259
beaver,crow,0.33648059368323685
boar,crow,0.4179378073635671
cheetah,crow,0.40952677833176065
crow,crow,0
deer,crow,0.29244685823758926
dolphin,crow,0.43251122100039624
elephant,crow,0.33485965289045244
flamingo,crow,0.34067559520522356
giraffe,crow,0.3223525838200765
goat,crow,0.31843960702561863
gorilla,crow,0.44102014745574647
grizzly,crow,0.28974104040815934
hippo,crow,0.5882019782618751
killerwhale,crow,0.29304900764114006
lion,crow,0.36489437608630393
llama,crow,0.5630859562641107
mammoth,crow,0.49144379097087554
panda,crow,0.50772873572399
panther,crow,0.33531352929839653
pig,crow,0.4664324174910374
pigeon,crow,0.35596008908470994
polarbear,crow,0.5074286715195268
rhino,crow,0.40734057783949473
shark,crow,0.3875327598290739
sheep,crow,0.4249380402464773
skunk,crow,0.3461324257656643
sloth,crow,0.44527465473679767
swan,crow,0.21320664732372832
zebra,crow,0.43644986134235836
bat,deer,0.35485866060010796
beaver,deer,0.27322892581944097
boar,deer,0.3217314195725766
cheetah,deer,0.38341217813269707
crow,deer,0.29244685823758926
deer,deer,0
dolphin,deer,0.3918982831615232
elephant,deer,0.3087875550569244
flamingo,deer,0.3328982886825228
giraffe,deer,0.29539848323321977
goat,deer,0.2504951340629564
gorilla,deer,0.4156940486802569
grizzly,deer,0.3287180177836897
hippo,deer,0.5351320869563911
killerwhale,deer,0.33109668566445033
lion,deer,0.2983988236307288
llama,deer,0.48635361185117637
mammoth,deer,0.4343849505379641
panda,deer,0.43809565846799564
panther,deer,0.43485715541399567
pig,deer,0.3647422023879659
pigeon,deer,0.28854967348847743
polarbear,deer,0.5451160797652806
rhino,deer,0.35850174693143055
shark,deer,0.30759231916163315
sheep,deer,0.33941446527324426
skunk,deer,0.36061978406617723
sloth,deer,0.40326584052626435
swan,deer,0.29374916652317135
zebra,deer,0.4665893751729535
bat,dolphin,0.28868389015297446
beaver,dolphin,0.30464761105287713
boar,dolphin,0.3749399883222606
cheetah,dolphin,0.28993111323005943
crow,dolphin,0.43251122100039624
deer,dolphin,0.3918982831615232
dolphin,dolphin,0
elephant,dolphin,0.31016664280468226
flamingo,dolphin,0.3408863772564729
giraffe,dolphin,0.2726469461002354
goat,dolphin,0.34561656510444894
gorilla,dolphin,0.2704547142088383
grizzly,dolphin,0.3444506347086316
hippo,dolphin,0.39450543627288515
killerwhale,dolphin,0.24960601115336167
lion,dolphin,0.3389614470248175
llama,dolphin,0.39257237248156324
mammoth,dolphin,0.33178288151458907
panda,dolphin,0.3306910988049587
panther,dolphin,0.5261081552673857
pig,dolphin,0.336652131279075
pigeon,dolphin,0.31784889382544834
polarbear,dolphin,0.3295333783770644
rhino,dolphin,0.32325395754013814
shark,dolphin,0.2833622700657143
sheep,dolphin,0.34186194760506555
skunk,dolphin,0.4157440649055207
sloth,dolphin,0.39615303627602866
swan,dolphin,0.399104467062399
zebra,dolphin,0.5231617145158144
bat,elephant,0.339748824272409
beaver,elephant,0.28500426023705105
boar,elephant,0.30002761646072795
cheetah,elephant,0.28207548009969075
crow,elephant,0.33485965289045244
deer,elephant,0.3087875550569244
dolphin,elephant,0.31016664280468226
elephant,elephant,0
flamingo,elephant,0.32756550205839535
giraffe,elephant,0.22328154372655815
goat,elephant,0.2043559508904402
gorilla,elephant,0.2787200598368565
grizzly,elephant,0.259326458375909
hippo,elephant,0.3781057481167188
killerwhale,elephant,0.2642838657169036
lion,elephant,0.24799789305961042
llama,elephant,0.3828761317724675
mammoth,elephant,0.3066311314375
panda,elephant,0.2966261880130126
panther,elephant,0.3892775594637712
pig,elephant,0.2668325485881416
pigeon,elephant,0.28925614866675076
polarbear,elephant,0.41991075700262415
rhino,elephant,0.2459318616705008
shark,elephant,0.2836604583700448
sheep,elephant,0.2780382890392725
skunk,elephant,0.33420979116057276
sloth,elephant,0.35515833706333594
swan,elephant,0.340933327840861
zebra,elephant,0.49278189598283495
bat,flamingo,0.43452776900550016
beaver,flamingo,0.31279223680382773
boar,flamingo,0.4289795766716835
cheetah,flamingo,0.31186011129299784
crow,flamingo,0.34067559520522356
deer,flamingo,0.3328982886825228
dolphin,flamingo,0.3408863772564729
elephant,flamingo,0.32756550205839535
flamingo,flamingo,0
giraffe,flamingo,0.2547413519323865
goat,flamingo,0.38046812252479134
gorilla,flamingo,0.3228712749067804
grizzly,flamingo,0.3262014328367962
hippo,flamingo,0.5420072928014829
killerwhale,flamingo,0.33680745057450867
lion,flamingo,0.2914216275186993
llama,flamingo,0.5476657359444028
mammoth,flamingo,0.4444586584667364
panda,flamingo,0.40170050339351165
panther,flamingo,0.3142452043123934
pig,flamingo,0.4184518114671823
pigeon,flamingo,0.3015341078122901
polarbear,flamingo,0.5134165448719167
rhino,flamingo,0.31115890277389135
shark,flamingo,0.2632271791917555
sheep,flamingo,0.46254187118656453
skunk,flamingo,0.2913023758978521
sloth,flamingo,0.49998510047506844
swan,flamingo,0.29988884948906275
zebra,flamingo,0.3418358767505356
bat,giraffe,0.3424373076175314
beaver,giraffe,0.2742189923744105
boar,giraffe,0.31510198166723086
cheetah,giraffe,0.2407021854528214
crow,giraffe,0.3223525838200765
deer,giraffe,0.29539848323321977
dolphin,giraffe,0.2726469461002354
elephant,giraffe,0.22328154372655815
flamingo,giraffe,0.2547413519323865
giraffe,giraffe,0
goat,giraffe,0.24389282513898647
gorilla,giraffe,0.25035257642218295
grizzly,giraffe,0.267065373077341
hippo,giraffe,0.3863553318043585
killerwhale,giraffe,0.2352577592383751
lion,giraffe,0.24341069701972243
llama,giraffe,0.37274755557547196
mammoth,giraffe,0.3723840144150374
panda,giraffe,0.31527307066279364
panther,giraffe,0.4060073827282894
pig,giraffe,0.313264935544197
pigeon,giraffe,0.30007393082001155
polarbear,giraffe,0.3904052899411215
rhino,giraffe,0.2894878653254301
shark,giraffe,0.22218367580978887
sheep,giraffe,0.3121742253935123
skunk,giraffe,0.29658506110791627
sloth,giraffe,0.3520177876278309
swan,giraffe,0.31076186966811753
zebra,giraffe,0.4007168663007563
bat,goat,0.26300650875759995
beaver,goat,0.2752656706068556
boar,goat,0.18542688335768218
cheetah,goat,0.3326304815714856
crow,goat,0.31843960702561863
deer,goat,0.2504951340629564
dolphin,goat,0.34561656510444894
elephant,goat,0.2043559508904402
flamingo,goat,0.38046812252479134
giraffe,goat,0.24389282513898647
goat,goat,0
gorilla,goat,0.32916071388520435
grizzly,goat,0.28022079402708144
hippo,goat,0.3664827841883907
killerwhale,goat,0.24967055909777686
lion,goat,0.28039080580979725
llama,goat,0.34720931143031164
mammoth,goat,0.303224433693465
panda,goat,0.33206982161621423
panther,goat,0.4601185243886306
pig,goat,0.2355054679694359
pigeon,goat,0.2741228220459933
polarbear,goat,0.426444324684372
rhino,goat,0.2954432388753183
shark,goat,0.29341944590114005
sheep,goat,0.19166880751345408
skunk,goat,0.3643106952646449
sloth,goat,0.2809075257303275
swan,goat,0.3161192394434405
zebra,goat,0.5376182154972274
bat,gorilla,0.37197383116836696
beaver,gorilla,0.3182537854246847
boar,gorilla,0.3379583082830956
cheetah,gorilla,0.19987862506896037
crow,gorilla,0.44102014745574647
deer,gorilla,0.4156940486802569
dolphin,gorilla,0.2704547142088383
elephant,gorilla,0.2787200598368565
flamingo,gorilla,0.3228712749067804
giraffe,gorilla,0.25035257642218295
goat,gorilla,0.32916071388520435
gorilla,gorilla,0
grizzly,gorilla,0.28659744139954585
hippo,gorilla,0.34193133912785084
killerwhale,gorilla,0.29248922453214904
lion,gorilla,0.3644853777493763
llama,gorilla,0.3459504978230346
mammoth,gorilla,0.28898266444028153
panda,gorilla,0.261916422424155
panther,gorilla,0.477932980126963
pig,gorilla,0.2913342623672212
pigeon,gorilla,0.3654440546854764
polarbear,gorilla,0.3761634670942236
rhino,gorilla,0.19067552507771987
shark,gorilla,0.2941680174176777
sheep,gorilla,0.36097738421266584
skunk,gorilla,0.39799000161920356
sloth,gorilla,0.4044892317019507
swan,gorilla,0.4129466973387191
zebra,gorilla,0.5261406323968497
bat,grizzly,0.3847700079178401
beaver,grizzly,0.24473687670165564
boar,grizzly,0.33584576826981566
cheetah,grizzly,0.29574245289678286
crow,grizzly,0.28974104040815934
deer,grizzly,0.3287180177836897
dolphin,grizzly,0.3444506347086316
elephant,grizzly,0.259326458375909
flamingo,grizzly,0.3262014328367962
giraffe,grizzly,0.267065373077341
goat,grizzly,0.28022079402708144
gorilla,grizzly,0.28659744139954585
grizzly,grizzly,0
hippo,grizzly,0.4654097822618977
killerwhale,grizzly,0.21675184844002
lion,grizzly,0.31200951266433746
llama,grizzly,0.46423262532896215
mammoth,grizzly,0.3625466605630627
panda,grizzly,0.39826184457468355
panther,grizzly,0.3928429908632234
pig,grizzly,0.38211126620761515
pigeon,grizzly,0.3599907543365891
polarbear,grizzly,0.4011146566495609
rhino,grizzly,0.25670533977743526
shark,grizzly,0.2777714308881721
sheep,grizzly,0.36579782847550013
skunk,grizzly,0.3608630928563514
sloth,grizzly,0.28466614327460293
swan,grizzly,0.3025772036583695
zebra,grizzly,0.4627459013409752
bat,hippo,0.35714692070645254
beaver,hippo,0.4394726730563425
boar,hippo,0.36763240692622223
cheetah,hippo,0.388211047310501
crow,hippo,0.5882019782618751
deer,hippo,0.5351320869563911
dolphin,hippo,0.39450543627288515
elephant,hippo,0.3781057481167188
flamingo,hippo,0.5420072928014829
giraffe,hippo,0.3863553318043585
goat,hippo,0.3664827841883907
gorilla,hippo,0.34193133912785084
grizzly,hippo,0.4654097822618977
hippo,hippo,0
killerwhale,hippo,0.4063365446071654
lion,hippo,0.47981035758896895
llama,hippo,0.22280268815387677
mammoth,hippo,0.28879245022738076
panda,hippo,0.3144921071982199
panther,hippo,0.6850074715366344
pig,hippo,0.2913199945708249
pigeon,hippo,0.4268347536000844
polarbear,hippo,0.38597773973597493
rhino,hippo,0.37725999878324235
shark,hippo,0.47306187938616495
sheep,hippo,0.3423057246930598
skunk,hippo,0.5296069754193695
sloth,hippo,0.4034005516665588
swan,hippo,0.5706538439723944
zebra,hippo,0.7571429693800308
bat,killerwhale,0.291022981524719
beaver,killerwhale,0.2309920427270366
boar,killerwhale,0.30323305332789086
cheetah,killerwhale,0.28910331935986694
crow,killerwhale,0.29304900764114006
deer,killerwhale,0.33109668566445033
dolphin,killerwhale,0.24960601115336167
elephant,killerwhale,0.2642838657169036
flamingo,killerwhale,0.33680745057450867
giraffe,killerwhale,0.2352577592383751
goat,killerwhale,0.24967055909777686
gorilla,killerwhale,0.29248922453214904
grizzly,killerwhale,0.21675184844002
hippo,killerwhale,0.4063365446071654
killerwhale,killerwhale,0
lion,killerwhale,0.29632720433251175
llama,killerwhale,0.38193356867204675
mammoth,killerwhale,0.32845065291209086
panda,killerwhale,0.34163710281978055
panther,killerwhale,0.4652311263769573
pig,killerwhale,0.3391700413370324
pigeon,killerwhale,0.3202008342771643
polarbear,killerwhale,0.3405346449213031
rhino,killerwhale,0.2992726886813661
shark,killerwhale,0.27853754157061006
sheep,killerwhale,0.29821739837189626
skunk,killerwhale,0.36945850645644435
sloth,killerwhale,0.30178476436274
swan,killerwhale,0.3074952248680949
zebra,killerwhale,0.4886057585450727
bat,lion,0.3790974961371237
beaver,lion,0.2599316804923799
boar,lion,0.3197794505455574
cheetah,lion,0.3635860643986215
crow,lion,0.36489437608630393
deer,lion,0.2983988236307288
dolphin,lion,0.3389614470248175
elephant,lion,0.24799789305961042
flamingo,lion,0.2914216275186993
giraffe,lion,0.24341069701972243
goat,lion,0.28039080580979725
gorilla,lion,0.3644853777493763
grizzly,lion,0.31200951266433746
hippo,lion,0.47981035758896895
killerwhale,lion,0.29632720433251175
lion,lion,0
llama,lion,0.4642146531284207
mammoth,lion,0.39123921417891777
panda,lion,0.3522262353404508
panther,lion,0.41046143716584294
pig,lion,0.35414281207116693
pigeon,lion,0.3306649438138552
polarbear,lion,0.4706360364326548
rhino,lion,0.3391820421089757
shark,lion,0.27615659808499
sheep,lion,0.33365857110298647
skunk,lion,0.37832540645246054
sloth,lion,0.3896203015833019
swan,lion,0.31184759938168527
zebra,lion,0.4466502093404674
bat,llama,0.3474347182462832
beaver,llama,0.4244854893534119
boar,llama,0.3627819107022106
cheetah,llama,0.37251061190493095
crow,llama,0.5630859562641107
deer,llama,0.48635361185117637
dolphin,llama,0.39257237248156324
elephant,llama,0.3828761317724675
flamingo,llama,0.5476657359444028
giraffe,llama,0.37274755557547196
goat,llama,0.34720931143031164
gorilla,llama,0.3459504978230346
grizzly,llama,0.46423262532896215
hippo,llama,0.22280268815387677
killerwhale,llama,0.38193356867204675
lion,llama,0.4642146531284207
llama,llama,0
mammoth,llama,0.31222460572734545
panda,llama,0.31842916497531853
panther,llama,0.6924696836241139
pig,llama,0.28798496082835034
pigeon,llama,0.4619439944813775
polarbear,llama,0.3770257328443803
rhino,llama,0.383202125538218
shark,llama,0.4513252558058542
sheep,llama,0.2908727382661189
skunk,llama,0.57183720163494
sloth,llama,0.3993103564948472
swan,llama,0.5366336261861485
zebra,llama,0.7325669684759271
bat,mammoth,0.29395585031479105
beaver,mammoth,0.3318835431742958
boar,mammoth,0.2989076203067377
cheetah,mammoth,0.3716318703479498
crow,mammoth,0.49144379097087554
deer,mammoth,0.4343849505379641
dolphin,mammoth,0.33178288151458907
elephant,mammoth,0.3066311314375
flamingo,mammoth,0.4444586584667364
giraffe,mammoth,0.3723840144150374
goat,mammoth,0.303224433693465
gorilla,mammoth,0.28898266444028153
grizzly,mammoth,0.3625466605630627
hippo,mammoth,0.28879245022738076
killerwhale,mammoth,0.32845065291209086
lion,mammoth,0.39123921417891777
llama,mammoth,0.31222460572734545
mammoth,mammoth,0
panda,mammoth,0.290487560905052
panther,mammoth,0.5982019765501086
pig,mammoth,0.249738674586573
pigeon,mammoth,0.3709541001226482
polarbear,mammoth,0.4082462741422353
rhino,mammoth,0.26714232434571267
shark,mammoth,0.38831108424437555
sheep,mammoth,0.2898161355092083
skunk,mammoth,0.48155807130454825
sloth,mammoth,0.35064268839249796
swan,mammoth,0.4557074976298331
zebra,mammoth,0.6881263628075035
bat,panda,0.36065570161904803
beaver,panda,0.34245434703698013
boar,panda,0.33218956358837287
cheetah,panda,0.3190877411137674
crow,panda,0.50772873572399
deer,panda,0.43809565846799564
dolphin,panda,0.3306910988049587
elephant,panda,0.2966261880130126
flamingo,panda,0.40170050339351165
giraffe,panda,0.31527307066279364
goat,panda,0.33206982161621423
gorilla,panda,0.261916422424155
grizzly,panda,0.39826184457468355
hippo,panda,0.3144921071982199
killerwhale,panda,0.34163710281978055
lion,panda,0.3522262353404508
llama,panda,0.31842916497531853
mammoth,panda,0.290487560905052
panda,panda,0
panther,panda,0.5453348487258709
pig,panda,0.23321108582589734
pigeon,panda,0.38497072884745975
polarbear,panda,0.4025327093868562
rhino,panda,0.28648493075516096
shark,panda,0.34066432022926146
sheep,panda,0.33419824046480634
skunk,panda,0.42720184334147154
sloth,panda,0.4621552131290988
swan,panda,0.46332903391772506
zebra,panda,0.6108382560732596
bat,panther,0.5843617711626673
beaver,panther,0.4585907494270219
boar,panther,0.5571445204762594
cheetah,panther,0.4626291082191466
crow,panther,0.33531352929839653
deer,panther,0.43485715541399567
dolphin,panther,0.5261081552673857
elephant,panther,0.3892775594637712
flamingo,panther,0.3142452043123934
giraffe,panther,0.4060073827282894
goat,panther,0.4601185243886306
gorilla,panther,0.477932980126963
grizzly,panther,0.3928429908632234
hippo,panther,0.6850074715366344
killerwhale,panther,0.4652311263769573
lion,panther,0.41046143716584294
llama,panther,0.6924696836241139
mammoth,panther,0.5982019765501086
panda,panther,0.5453348487258709
panther,panther,0
pig,panther,0.5349482680152874
pigeon,panther,0.4286291163165827
polarbear,panther,0.6162128636992309
rhino,panther,0.4243118309587995
shark,panther,0.41795922114421924
sheep,panther,0.56898427021040765
skunk,panther,0.32693309330549725
sloth,panther,0.6083569295181082
swan,panther,0.33698557695838344
zebra,panther,0.3297307215869547
bat,pig,0.28072013281190816
beaver,pig,0.32141842568482065
boar,pig,0.24751571564089006
cheetah,pig,0.3591332128476956
crow,pig,0.4664324174910374
deer,pig,0.3647422023879659
dolphin,pig,0.336652131279075
elephant,pig,0.2668325485881416
flamingo,pig,0.4184518114671823
giraffe,pig,0.313264935544197
goat,pig,0.2355054679694359
gorilla,pig,0.2913342623672212
grizzly,pig,0.38211126620761515
hippo,pig,0.2913199945708249
killerwhale,pig,0.3391700413370324
lion,pig,0.35414281207116693
llama,pig,0.28798496082835034
mammoth,pig,0.249738674586573
panda,pig,0.23321108582589734
panther,pig,0.5349482680152874
pig,pig,0
pigeon,pig,0.31452823085776116
polarbear,pig,0.44458322012854684
rhino,pig,0.2794275361070631
shark,pig,0.35146995059888925
sheep,pig,0.21159636604662088
skunk,pig,0.39024044771157035
sloth,pig,0.3887219418802996
swan,pig,0.43605586937198915
zebra,pig,0.6265911974326054
bat,pigeon,0.27010388902000126
beaver,pigeon,0.2846911130214527
boar,pigeon,0.32466844029542224
cheetah,pigeon,0.35403972012480384
crow,pigeon,0.35596008908470994
deer,pigeon,0.28854967348847743
dolphin,pigeon,0.31784889382544834
elephant,pigeon,0.28925614866675076
flamingo,pigeon,0.3015341078122901
giraffe,pigeon,0.30007393082001155
goat,pigeon,0.2741228220459933
gorilla,pigeon,0.3654440546854764
grizzly,pigeon,0.3599907543365891
hippo,pigeon,0.4268347536000844
killerwhale,pigeon,0.3202008342771643
lion,pigeon,0.3306649438138552
llama,pigeon,0.4619439944813775
mammoth,pigeon,0.3709541001226482
panda,pigeon,0.38497072884745975
panther,pigeon,0.4286291163165827
pig,pigeon,0.31452823085776116
pigeon,pigeon,0
polarbear,pigeon,0.4919809432254348
rhino,pigeon,0.3243859901595313
shark,pigeon,0.3413814792291558
sheep,pigeon,0.36288158474090054
skunk,pigeon,0.29929394855334196
sloth,pigeon,0.4143887338340214
swan,pigeon,0.36316836890037
zebra,pigeon,0.5140242958303601
bat,polarbear,0.37424933161971874
beaver,polarbear,0.45619102224791075
boar,polarbear,0.500500161600249
cheetah,polarbear,0.3702893650237561
crow,polarbear,0.5074286715195268
deer,polarbear,0.5451160797652806
dolphin,polarbear,0.3295333783770644
elephant,polarbear,0.41991075700262415
flamingo,polarbear,0.5134165448719167
giraffe,polarbear,0.3904052899411215
goat,polarbear,0.426444324684372
gorilla,polarbear,0.3761634670942236
grizzly,polarbear,0.4011146566495609
hippo,polarbear,0.38597773973597493
killerwhale,polarbear,0.3405346449213031
lion,polarbear,0.4706360364326548
llama,polarbear,0.3770257328443803
mammoth,polarbear,0.4082462741422353
panda,polarbear,0.4025327093868562
panther,polarbear,0.6162128636992309
pig,polarbear,0.44458322012854684
pigeon,polarbear,0.4919809432254348
polarbear,polarbear,0
rhino,polarbear,0.41732853879400944
shark,polarbear,0.4127638592763057
sheep,polarbear,0.43901171796322697
skunk,polarbear,0.5533268561019922
sloth,polarbear,0.42814576244093944
swan,polarbear,0.46500675841805966
zebra,polarbear,0.6539200429771854
bat,rhino,0.35746242155484675
beaver,rhino,0.29719556062214664
boar,rhino,0.3256536558579437
cheetah,rhino,0.21804828664606357
crow,rhino,0.40734057783949473
deer,rhino,0.35850174693143055
dolphin,rhino,0.32325395754013814
elephant,rhino,0.2459318616705008
flamingo,rhino,0.31115890277389135
giraffe,rhino,0.2894878653254301
goat,rhino,0.2954432388753183
gorilla,rhino,0.19067552507771987
grizzly,rhino,0.25670533977743526
hippo,rhino,0.37725999878324235
killerwhale,rhino,0.2992726886813661
lion,rhino,0.3391820421089757
llama,rhino,0.383202125538218
mammoth,rhino,0.26714232434571267
panda,rhino,0.28648493075516096
panther,rhino,0.4243118309587995
pig,rhino,0.2794275361070631
pigeon,rhino,0.3243859901595313
polarbear,rhino,0.41732853879400944
rhino,rhino,0
shark,rhino,0.3005834075386998
sheep,rhino,0.35111647400385626
skunk,rhino,0.3869685830337623
sloth,rhino,0.39606523770884117
swan,rhino,0.3816806720389801
zebra,rhino,0.5406010886954044
bat,shark,0.3540953695477954
beaver,shark,0.31158831454875024
boar,shark,0.37255339518631037
cheetah,shark,0.2786643789644176
crow,shark,0.3875327598290739
deer,shark,0.30759231916163315
dolphin,shark,0.2833622700657143
elephant,shark,0.2836604583700448
flamingo,shark,0.2632271791917555
giraffe,shark,0.22218367580978887
goat,shark,0.29341944590114005
gorilla,shark,0.2941680174176777
grizzly,shark,0.2777714308881721
hippo,shark,0.47306187938616495
killerwhale,shark,0.27853754157061006
lion,shark,0.27615659808499
llama,shark,0.4513252558058542
mammoth,shark,0.38831108424437555
panda,shark,0.34066432022926146
panther,shark,0.41795922114421924
pig,shark,0.35146995059888925
pigeon,shark,0.3413814792291558
polarbear,shark,0.4127638592763057
rhino,shark,0.3005834075386998
shark,shark,0
sheep,shark,0.3594217588407629
skunk,shark,0.35952254867802297
sloth,shark,0.38051157747395514
swan,shark,0.3078820996763335
zebra,shark,0.38625364922211974
bat,sheep,0.2931564899940942
beaver,sheep,0.293113228486651
boar,sheep,0.23048226844761643
cheetah,sheep,0.4001319919302601
crow,sheep,0.4249380402464773
deer,sheep,0.33941446527324426
dolphin,sheep,0.34186194760506555
elephant,sheep,0.2780382890392725
flamingo,sheep,0.46254187118656453
giraffe,sheep,0.3121742253935123
goat,sheep,0.19166880751345408
gorilla,sheep,0.36097738421266584
grizzly,sheep,0.36579782847550013
hippo,sheep,0.3423057246930598
killerwhale,sheep,0.29821739837189626
lion,sheep,0.33365857110298647
llama,sheep,0.2908727382661189
mammoth,sheep,0.2898161355092083
panda,sheep,0.33419824046480634
panther,sheep,0.56898427021040765
pig,sheep,0.21159636604662088
pigeon,sheep,0.36288158474090054
polarbear,sheep,0.43901171796322697
rhino,sheep,0.35111647400385626
shark,sheep,0.3594217588407629
sheep,sheep,0
skunk,sheep,0.4608512758346536
sloth,sheep,0.3212854289877727
swan,sheep,0.39602414297711924
zebra,sheep,0.6354583026835787
bat,skunk,0.43693476014373256
beaver,skunk,0.36212791513069087
boar,skunk,0.42866861367923786
cheetah,skunk,0.4213197501832474
crow,skunk,0.3461324257656643
deer,skunk,0.36061978406617723
dolphin,skunk,0.4157440649055207
elephant,skunk,0.33420979116057276
flamingo,skunk,0.2913023758978521
giraffe,skunk,0.29658506110791627
goat,skunk,0.3643106952646449
gorilla,skunk,0.39799000161920356
grizzly,skunk,0.3608630928563514
hippo,skunk,0.5296069754193695
killerwhale,skunk,0.36945850645644435
lion,skunk,0.37832540645246054
llama,skunk,0.57183720163494
mammoth,skunk,0.48155807130454825
panda,skunk,0.42720184334147154
panther,skunk,0.32693309330549725
pig,skunk,0.39024044771157035
pigeon,skunk,0.29929394855334196
polarbear,skunk,0.5533268561019922
rhino,skunk,0.3869685830337623
shark,skunk,0.35952254867802297
sheep,skunk,0.4608512758346536
skunk,skunk,0
sloth,skunk,0.4889751063511768
swan,skunk,0.38996541741067964
zebra,skunk,0.386832490982249
bat,sloth,0.3254719491786015
beaver,sloth,0.3468038419887507
boar,sloth,0.29653070235046514
cheetah,sloth,0.41076965803693993
crow,sloth,0.44527465473679767
deer,sloth,0.40326584052626435
dolphin,sloth,0.39615303627602866
elephant,sloth,0.35515833706333594
flamingo,sloth,0.49998510047506844
giraffe,sloth,0.3520177876278309
goat,sloth,0.2809075257303275
gorilla,sloth,0.4044892317019507
grizzly,sloth,0.28466614327460293
hippo,sloth,0.4034005516665588
killerwhale,sloth,0.30178476436274
lion,sloth,0.3896203015833019
llama,sloth,0.3993103564948472
mammoth,sloth,0.35064268839249796
panda,sloth,0.4621552131290988
panther,sloth,0.6083569295181082
pig,sloth,0.3887219418802996
pigeon,sloth,0.4143887338340214
polarbear,sloth,0.42814576244093944
rhino,sloth,0.39606523770884117
shark,sloth,0.38051157747395514
sheep,sloth,0.3212854289877727
