,S_18,four,legs,,,,,'four','legs','','',''
,S_19,medium,,four,legs,,,'medium','','four','legs',''
,S_20,short,legs,stacked,body,,,'short','legs','stacked','body',''
cheetah,S_01,large,,legs,,,,'large','','legs','',''
,S_02,four,legs,,,,,'four','legs','','',''
,S_03,four,legs,,,,,'four','legs','','',''
,S_04,long,,four,legs,,,'long','','four','legs',''
,S_05,four,legs,big,,,,'four','legs','big','',''
,S_06,square,,,,,,'square','','','',''
,S_07,four,legs,long,ground,,,'four','legs','long','ground',''
,S_08,four,legs,,,,,'four','legs','','',''
,S_09,four,legs,paws,,,,'four','legs','paws','',''
,S_10,muscular,four,legs,,,,'muscular','four','legs','',''
,S_11,fast,,,,,,'fast','','','',''
,S_12,rectangular,,,,,,'rectangular','','','',''
,S_13,four,legs,lean,,,,'four','legs','lean','',''
,S_14,lean,muscular,four,legs,,,'lean','muscular','four','legs',''
,S_15,four,long,legs,,,,'four','long','legs','',''
,S_16,lanky,,,,,,'lanky','','','',''
,S_17,long,,lean,,,,'long','','lean','',''
,S_18,four,legs,,,,,'four','legs','','',''
,S_19,four,legs,thick,hair,,,'four','legs','thick','hair',''
,S_20,catlike,,,,,,'catlike','','','',''
crow,S_01,two,legs,wings,,,,'two','legs','wings','',''
,S_02,two,legs,bird,,,,'two','legs','bird','',''
,S_03,bird,,wings,,,,'bird','','wings','',''
,S_04,small,fat,bird,,,,'small','fat','bird','',''
,S_05,small,,,,,,'small','','','',''
,S_06,short,,wings,,,,'short','','wings','',''
,S_07,wings,,,,,,'wings','','','',''
,S_08,wings,,,,,,'wings','','','',''
,S_09,bird,,,,,,'bird','','','',''
,S_10,wings,,,,,,'wings','','','',''
,S_11,small,plump,bird,,,,'small','plump','bird','',''
,S_12,rectangular,,,,,,'rectangular','','','',''
,S_13,small,bird,,,,,'small','bird','','',''
,S_14,wings,,,,,,'wings','','','',''
,S_15,short,legs,wings,,,,'short','legs','wings','',''
,S_16,small,,,,,,'small','','','',''
,S_17,hand,size,,,,,'hand','size','','',''
,S_18,wings,,legs,,,,'wings','','legs','',''
,S_19,wings,,,,,,'wings','','','',''
,S_20,birdlike,,,,,,'birdlike','','','',''
deer,S_01,large,,legs,,,,'large','','legs','',''
,S_02,four,legs,,,,,'four','legs','','',''
,S_03,four,legs,,,,,'four','legs','','',''
,S_04,horselike,,,,,,'horselike','','','',''
,S_05,four,legs,medium,size,,,'four','legs','medium','size',''
,S_06,medium,height,,,,,'medium','height','','',''
,S_07,four,legs,long,ground,,,'four','legs','long','ground',''
,S_08,four,legs,,,,,'four','legs','','',''
,S_09,four,legs,hooves,,,,'four','legs','hooves','',''
,S_10,equine,,,,,,'equine','','','',''
,S_11,slender,neck,,,,,'slender','neck','','',''
,S_12,rectangular,,,,,,'rectangular','','','',''
,S_13,four,legs,lean,,,,'four','legs','lean','',''
,S_14,four,legs,normal,neck,,,'four','legs','normal','neck',''
,S_15,four,long,legs,,,,'four','long','legs','',''
,S_16,slim,,,,,,'slim','','','',''
,S_17,rectangular,,,,,,'rectangular','','','',''
,S_18,four,legs,,,,,'four','legs','','',''
,S_19,medium,four,legs,,,,'medium','four','legs','',''
,S_20,four,long,legs,small,body,,'four','long','legs','small','body'
dolphin,S_01,long,,streamlined,,,,'long','','streamlined','',''
,S_02,fishlike,,,,,,'fishlike','','','',''
,S_03,water,,,,,,'water','','','',''
,S_04,fishlike,,,,,,'fishlike','','','',''
,S_05,big,,long,,,,'big','','long','',''
,S_06,oblong,,,,,,'oblong','','','',''
,S_07,fins,,,,,,'fins','','','',''
,S_08,fins,,,,,,'fins','','','',''
,S_09,streamlined,,,,,,'streamlined','','','',''
,S_10,long,,fins,,,,'long','','fins','',''
,S_11,slender,,ocean,,,,'slender','','ocean','',''
,S_12,long,,,,,,'long','','','',''
,S_13,large,,fishlike,,,,'large','','fishlike','',''
,S_14,streamlined,,,,,,'streamlined','','','',''
,S_15,fins,,,,,,'fins','','','',''
,S_16,long,,,,,,'long','','','',''
,S_17,footballlike,,,,,,'footballlike','','','',''
,S_18,aquatic,,mammals,fish,,,'aquatic','','mammals','fish',''
,S_19,no,legs,,,,,'no','legs','','',''
,S_20,fins,,,,,,'fins','','','',''
elephant,S_01,large,,legs,,,,'large','','legs','',''
,S_02,four,legs,,,,,'four','legs','','',''
,S_03,four,legs,,,,,'four','legs','','',''
,S_04,big,ears,chunky,legs,,,'big','ears','chunky','legs',''
,S_05,big,,round,,,,'big','','round','',''
,S_06,large,,four,legs,,,'large','','four','legs',''
,S_07,four,long,legs,ground,,,'four','long','legs','ground',''
,S_08,four,legs,,,,,'four','legs','','',''
,S_09,four,legs,paws,,,,'four','legs','paws','',''
,S_10,four,legs,big,,,,'four','legs','big','',''
,S_11,large,,nose,,,,'large','','nose','',''
,S_12,rectangular,,,,,,'rectangular','','','',''
,S_13,four,legs,big,belly,,,'four','legs','big','belly',''
,S_14,large,,four,legs,,,'large','','four','legs',''
,S_15,four,long,legs,,,,'four','long','legs','',''
,S_16,round,,,,,,'round','','','',''
,S_17,parabolic,,circle,,,,'parabolic','','circle','',''
,S_18,four,legs,,,,,'four','legs','','',''
,S_19,huge,,,,,,'huge','','','',''
,S_20,short,legs,stacked,body,,,'short','legs','stacked','body',''
flamingo,S_01,two,legs,wings,,,,'two','legs','wings','',''
,S_02,two,legs,birds,,,,'two','legs','birds','',''
,S_03,big,bird,,,,,'big','bird','','',''
,S_04,birds,,long,neck,,,'birds','','long','neck',''
,S_05,slender,,,,,,'slender','','','',''
,S_06,thin,,,,,,'thin','','','',''
,S_07,wings,,,,,,'wings','','','',''
,S_08,two,legs,,,,,'two','legs','','',''
,S_09,birds,,,,,,'birds','','','',''
,S_10,tall,features,,,,,'tall','features','','',''
,S_11,slender,neck,birds,,,,'slender','neck','birds','',''
,S_12,long,,,,,,'long','','','',''
,S_13,birds,long,legs,big,wings,,'birds','long','legs','big','wings'
,S_14,wings,,,,,,'wings','','','',''
,S_15,long,legs,wings,,,,'long','legs','wings','',''
,S_16,round,,,,,,'round','','','',''
,S_17,tall,,,,,,'tall','','','',''
,S_18,wings,,legs,,,,'wings','','legs','',''
,S_19,elongated,features,,,,,'elongated','features','','',''
,S_20,birdlike,,,,,,'birdlike','','','',''
giraffe,S_01,large,,legs,,,,'large','','legs','',''
,S_02,four,legs,,,,,'four','legs','','',''
,S_03,four,legs,,,,,'four','legs','','',''
,S_04,horselike,,,,,,'horselike','','','',''
,S_05,slender,,,,,,'slender','','','',''
,S_06,tall,,,,,,'tall','','','',''
,S_07,four,legs,long,ground,,,'four','legs','long','ground',''
,S_08,four,legs,,,,,'four','legs','','',''
,S_09,four,legs,hooves,,,,'four','legs','hooves','',''
,S_10,tall,features,,,,,'tall','features','','',''
,S_11,slender,neck,,,,,'slender','neck','','',''
,S_12,long,,,,,,'long','','','',''
,S_13,four,legs,lean,,,,'four','legs','lean','',''
,S_14,four,legs,long,neck,,,'four','legs','long','neck',''
,S_15,four,legs,long,legs,,,'four','legs','long','legs',''
,S_16,round,,,,,,'round','','','',''
,S_17,tall,,,,,,'tall','','','',''
,S_18,four,legs,,,,,'four','legs','','',''
,S_19,elongated,features,,,,,'elongated','features','','',''
,S_20,four,legs,long,small,body,,'four','legs','long','small','body'
goat,S_01,large,,legs,,,,'large','','legs','',''
,S_02,four,legs,,,,,'four','legs','','',''
,S_03,four,legs,,,,,'four','legs','','',''
,S_04,horselike,,,,,,'horselike','','','',''
,S_05,four,legs,medium,size,,,'four','legs','medium','size',''
,S_06,medium,height,,,,,'medium','height','','',''
,S_07,four,legs,long,ground,,,'four','legs','long','ground',''
,S_08,four,legs,,,,,'four','legs','','',''
,S_09,four,legs,hooves,,,,'four','legs','hooves','',''
,S_10,equine,,,,,,'equine','','','',''
,S_11,slender,neck,,,,,'slender','neck','','',''
,S_12,rectangular,,,,,,'rectangular','','','',''
,S_13,four,legs,lean,,,,'four','legs','lean','',''
,S_14,four,legs,normal,neck,,,'four','legs','normal','neck',''
,S_15,four,legs,long,,,,'four','legs','long','',''
,S_16,slim,,,,,,'slim','','','',''
,S_17,rectangular,,,,,,'rectangular','','','',''
,S_18,fourlegs,,,,,,'fourlegs','','','',''
,S_19,medium,four,legs,,,,'medium','four','legs','',''
,S_20,four,legs,long,small,body,,'four','legs','long','small','body'
gorilla,S_01,sit,likehuman,,,,,'sit','likehuman','','',''
,S_02,four,legs,,,,,'four','legs','','',''
,S_03,four,legs,standon,two,legs,,'four','legs','standon','two','legs'
,S_04,humanlike,,,,,,'humanlike','','','',''
,S_05,big,,round,,,,'big','','round','',''
,S_06,large,,round,,,,'large','','round','',''
,S_07,four,legs,sit,likehuman,,,'four','legs','sit','likehuman',''
,S_08,two,legs,,,,,'two','legs','','',''
,S_09,large,four,two,fee,,,'large','four','two','fee',''
,S_10,four,legs,big,,,,'four','legs','big','',''
,S_11,large,paws,,,,,'large','paws','','',''
,S_12,rectangular,,,,,,'rectangular','','','',''
,S_13,four,legs,big,belly,,,'four','legs','big','belly',''
,S_14,walkon,two,four,legs,,,'walkon','two','four','legs',''
,S_15,four,grasping,hands,,,,'four','grasping','hands','',''
,S_16,round,,,,,,'round','','','',''
,S_17,large,,upright,,,,'large','','upright','',''
,S_18,walkon,four,legs,,,,'walkon','four','legs','',''
,S_19,big,four,legs,,,,'big','four','legs','',''
,S_20,oval,,,,,,'oval','','','',''
grizzly,S_01,sit,likehuman,,,,,'sit','likehuman','','',''
,S_02,four,legs,,,,,'four','legs','','',''
,S_03,four,legs,standon,two,legs,,'four','legs','standon','two','legs'
,S_04,bearlike,short,neck,,,,'bearlike','short','neck','',''
,S_05,four,legs,big,,,,'four','legs','big','',''
,S_06,large,,round,,,,'large','','round','',''
,S_07,four,legs,sit,likehuman,,,'four','legs','sit','likehuman',''
,S_08,two,legs,,,,,'two','legs','','',''
,S_09,large,four,two,feet,,,'large','four','two','feet',''
,S_10,four,legs,big,,,,'four','legs','big','',''
,S_11,large,paws,,,,,'large','paws','','',''
,S_12,rectangular,,,,,,'rectangular','','','',''
,S_13,four,legs,big,belly,,,'four','legs','big','belly',''
,S_14,walkon,two,four,legs,,,'walkon','two','four','legs',''
,S_15,four,medium,legs,,,,'four','medium','legs','',''
,S_16,round,,,,,,'round','','','',''
,S_17,large,,upright,,,,'large','','upright','',''
,S_18,walkon,four,legs,,,,'walkon','four','legs','',''
,S_19,big,four,legs,,,,'big','four','legs','',''
,S_20,short,legs,stacked,body,,,'short','legs','stacked','body',''
hippo,S_01,large,,legs,,,,'large','','legs','',''
,S_02,four,legs,,,,,'four','legs','','',''
,S_03,four,legs,,,,,'four','legs','','',''
,S_04,big,chunky,legs,big,stout,,'big','chunky','legs','big','stout'
,S_05,big,,round,,,,'big','','round','',''
,S_06,large,four,legs,,,,'large','four','legs','',''
,S_07,four,legs,long,onground,,,'four','legs','long','onground',''
,S_08,four,legs,,,,,'four','legs','','',''
,S_09,four,legs,paws,,,,'four','legs','paws','',''
,S_10,four,legs,big,,,,'four','legs','big','',''
,S_11,fat,body,,,,,'fat','body','','',''
,S_12,rounded,,,,,,'rounded','','','',''
,S_13,four,legs,big,belly,,,'four','legs','big','belly',''
,S_14,large,,four,legs,,,'large','','four','legs',''
,S_15,four,legs,medium,,,,'four','legs','medium','',''
,S_16,round,,,,,,'round','','','',''
,S_17,parabolic,,circle,,,,'parabolic','','circle','',''
,S_18,four,legs,,,,,'four','legs','','',''
,S_19,huge,,,,,,'huge','','','',''
,S_20,short,legs,stacked,body,,,'short','legs','stacked','body',''
killerwhale,S_01,long,,streamlined,,,,'long','','streamlined','',''
,S_02,fishlike,,,,,,'fishlike','','','',''
,S_03,water,,fins,,,,'water','','fins','',''
,S_04,fishlike,,,,,,'fishlike','','','',''
,S_05,big,,long,,,,'big','','long','',''
,S_06,oblong,,,,,,'oblong','','','',''
,S_07,fins,,,,,,'fins','','','',''
,S_08,fins,,,,,,'fins','','','',''
,S_09,streamlined,,,,,,'streamlined','','','',''
,S_10,long,,fins,,,,'long','','fins','',''
,S_11,slender,,ocean,,,,'slender','','ocean','',''
,S_12,rectangular,,,,,,'rectangular','','','',''
,S_13,large,,fishlike,,,,'large','','fishlike','',''
,S_14,streamlined,,,,,,'streamlined','','','',''
,S_15,four,short,legs,,,,'four','short','legs','',''
,S_16,long,,,,,,'long','','','',''
,S_17,footballlike,,,,,,'footballlike','','','',''
,S_18,aquatic,,mammals,fish,,,'aquatic','','mammals','fish',''
,S_19,no,legs,,,,,'no','legs','','',''
,S_20,fins,,,,,,'fins','','','',''
lion,S_01,large,,legs,,,,'large','','legs','',''
,S_02,four,legs,,,,,'four','legs','','',''
,S_03,four,legs,,,,,'four','legs','','',''
,S_04,bearlike,,short,neck,,,'bearlike','','short','neck',''
,S_05,four,legs,big,,,,'four','legs','big','',''
,S_06,square,,,,,,'square','','','',''
,S_07,four,long,legs,onground,,,'four','long','legs','onground',''
,S_08,four,legs,,,,,'four','legs','','',''
,S_09,four,legs,paws,,,,'four','legs','paws','',''
,S_10,muscular,four,legs,,,,'muscular','four','legs','',''
,S_11,fast,,,,,,'fast','','','',''
,S_12,rectangular,,,,,,'rectangular','','','',''
,S_13,four,legs,lean,,,,'four','legs','lean','',''
,S_14,lean,muscular,four,legs,,,'lean','muscular','four','legs',''
,S_15,four,legs,long,,,,'four','legs','long','',''
,S_16,lanky,,,,,,'lanky','','','',''
,S_17,long,,lean,,,,'long','','lean','',''
,S_18,four,legs,,,,,'four','legs','','',''
,S_19,four,legs,thick,hair,,,'four','legs','thick','hair',''
,S_20,catlike,,,,,,'catlike','','','',''
llama,S_01,large,,legs,,,,'large','','legs','',''
,S_02,four,legs,,,,,'four','legs','','',''
,S_03,four,legs,,,,,'four','legs','','',''
,S_04,horselike,,,,,,'horselike','','','',''
,S_05,four,legs,medium,size,,,'four','legs','medium','size',''
,S_06,tall,,,,,,'tall','','','',''
,S_07,four,legs,long,onground,,,'four','legs','long','onground',''
,S_08,four,legs,,,,,'four','legs','','',''
,S_09,four,legs,hooves,,,,'four','legs','hooves','',''
,S_10,equine,,,,,,'equine','','','',''
,S_11,IDK,,,,,,'IDK','','','',''
,S_12,rectangular,,,,,,'rectangular','','','',''
,S_13,four,legs,lean,,,,'four','legs','lean','',''
,S_14,four,legs,long,neck,,,'four','legs','long','neck',''
,S_15,four,legs,long,,,,'four','legs','long','',''
,S_16,slim,,,,,,'slim','','','',''
,S_17,tall,,,,,,'tall','','','',''
,S_18,four,legs,,,,,'four','legs','','',''
,S_19,elongated,features,,,,,'elongated','features','','',''
,S_20,four,legs,long,small,body,,'four','legs','long','small','body'
mammoth,S_01,large,,legs,,,,'large','','legs','',''
,S_02,four,legs,,,,,'four','legs','','',''
,S_03,four,legs,,,,,'four','legs','','',''
,S_04,big,ears,chunky,legs,,,'big','ears','chunky','legs',''
,S_05,big,,round,,,,'big','','round','',''
,S_06,large,,four,legs,,,'large','','four','legs',''
,S_07,four,legs,long,onground,,,'four','legs','long','onground',''
,S_08,two,legs,,,,,'two','legs','','',''
,S_09,four,legs,paws,,,,'four','legs','paws','',''
,S_10,four,legs,big,,,,'four','legs','big','',''
,S_11,large,,nose,,,,'large','','nose','',''
,S_12,rectangular,,,,,,'rectangular','','','',''
,S_13,four,legs,big,belly,,,'four','legs','big','belly',''
,S_14,large,,four,legs,,,'large','','four','legs',''
,S_15,four,legs,long,,,,'four','legs','long','',''
,S_16,round,,,,,,'round','','','',''
,S_17,parabolic,,circle,,,,'parabolic','','circle','',''
,S_18,four,legs,,,,,'four','legs','','',''
,S_19,huge,,,,,,'huge','','','',''
,S_20,short,legs,stacked,body,,,'short','legs','stacked','body',''
panda,S_01,sit,likehuman,,,,,'sit','likehuman','','',''
,S_02,four,legs,,,,,'four','legs','','',''
,S_03,four,legs,standon,two,legs,,'four','legs','standon','two','legs'
,S_04,bearlike,,short,neck,,,'bearlike','','short','neck',''
,S_05,four,legs,big,,,,'four','legs','big','',''
,S_06,large,,round,,,,'large','','round','',''
,S_07,four,legs,situp,,,,'four','legs','situp','',''
,S_08,two,legs,,,,,'two','legs','','',''
,S_09,large,four,two,feet,,,'large','four','two','feet',''
,S_10,four,legs,low,ground,,,'four','legs','low','ground',''
,S_11,large,paws,,,,,'large','paws','','',''
,S_12,rounded,,,,,,'rounded','','','',''
,S_13,four,legs,big,belly,,,'four','legs','big','belly',''
,S_14,walkon,four,legs,two,,,'walkon','four','legs','two',''
,S_15,four,legs,medium,,,,'four','legs','medium','',''
,S_16,round,,,,,,'round','','','',''
,S_17,small,,furball,,,,'small','','furball','',''
,S_18,walkon,four,legs,,,,'walkon','four','legs','',''
,S_19,big,four,legs,,,,'big','four','legs','',''
,S_20,ovals,,,,,,'ovals','','','',''
panther,S_01,large,,legs,,,,'large','','legs','',''
,S_02,four,legs,,,,,'four','legs','','',''
,S_03,four,legs,,,,,'four','legs','','',''
,S_04,long,four,legs,,,,'long','four','legs','',''
,S_05,four,legs,big,,,,'four','legs','big','',''
,S_06,square,,,,,,'square','','','',''
,S_07,four,legs,long,round,,,'four','legs','long','round',''
,S_08,four,legs,,,,,'four','legs','','',''
,S_09,four,legs,paws,,,,'four','legs','paws','',''
,S_10,muscular,four,legs,,,,'muscular','four','legs','',''
,S_11,fast,,,,,,'fast','','','',''
,S_12,rectangular,,,,,,'rectangular','','','',''
,S_13,four,legs,lean,,,,'four','legs','lean','',''
,S_14,lean,four,muscular,legs,,,'lean','four','muscular','legs',''
,S_15,four,long,legs,,,,'four','long','legs','',''
,S_16,lanky,,,,,,'lanky','','','',''
,S_17,long,,lean,,,,'long','','lean','',''
,S_18,four,legs,,,,,'four','legs','','',''
,S_19,four,legs,thick,hair,,,'four','legs','thick','hair',''
,S_20,catlike,,,,,,'catlike','','','',''
pig,S_01,small,four,legs,,,,'small','four','legs','',''
,S_02,four,legs,,,,,'four','legs','','',''
,S_03,four,legs,,,,,'four','legs','','',''
,S_04,fat,,cylindrical,,,,'fat','','cylindrical','',''
,S_05,four,legs,medium,size,,,'four','legs','medium','size',''
,S_06,short,,,,,,'short','','','',''
,S_07,four,legs,long,onground,,,'four','legs','long','onground',''
,S_08,four,legs,,,,,'four','legs','','',''
,S_09,four,legs,hooves,,,,'four','legs','hooves','',''
,S_10,four,legs,low,ground,,,'four','legs','low','ground',''
,S_11,small,,fast,,,,'small','','fast','',''
,S_12,rounded,,,,,,'rounded','','','',''
,S_13,four,legs,big,belly,,,'four','legs','big','belly',''
,S_14,squat,body,,,,,'squat','body','','',''
,S_15,four,legs,medium,,,,'four','legs','medium','',''
,S_16,round,,,,,,'round','','','',''
,S_17,rectangular,,,,,,'rectangular','','','',''
,S_18,four,legs,,,,,'four','legs','','',''
,S_19,medium,four,legs,,,,'medium','four','legs','',''
,S_20,short,legs,stacked,body,,,'short','legs','stacked','body',''
pigeon,S_01,two,legs,wings,,,,'two','legs','wings','',''
,S_02,two,legs,birds,,,,'two','legs','birds','',''
,S_03,birds,,wings,,,,'birds','','wings','',''
,S_04,small,fat,birds,,,,'small','fat','birds','',''
,S_05,small,,,,,,'small','','','',''
,S_06,short,,wings,,,,'short','','wings','',''
,S_07,wings,,,,,,'wings','','','',''
,S_08,wings,,,,,,'wings','','','',''
,S_09,bird,,,,,,'bird','','','',''
,S_10,wings,,,,,,'wings','','','',''
,S_11,small,plump,birds,,,,'small','plump','birds','',''
,S_12,rounded,,,,,,'rounded','','','',''
,S_13,small,birds,,,,,'small','birds','','',''
,S_14,wings,,,,,,'wings','','','',''
,S_15,short,legs,wings,,,,'short','legs','wings','',''
,S_16,small,,,,,,'small','','','',''
,S_17,hand,size,,,,,'hand','size','','',''
,S_18,wings,,legs,,,,'wings','','legs','',''
,S_19,wings,,,,,,'wings','','','',''
,S_20,birdlike,,,,,,'birdlike','','','',''
polarbear,S_01,sit,likehuman,,,,,'sit','likehuman','','',''
,S_02,four,legs,,,,,'four','legs','','',''
,S_03,four,legs,standon,two,legs,,'four','legs','standon','two','legs'
,S_04,bearlike,,short,neck,,,'bearlike','','short','neck',''
,S_05,fourlegs,,big,,,,'fourlegs','','big','',''
,S_06,large,,round,,,,'large','','round','',''
,S_07,four,legs,cansitup,,,,'four','legs','cansitup','',''
,S_08,two,legs,,,,,'two','legs','','',''
,S_09,large,two,four,feet,,,'large','two','four','feet',''
,S_10,four,legs,big,,,,'four','legs','big','',''
,S_11,large,paws,,,,,'large','paws','','',''
,S_12,rounded,,,,,,'rounded','','','',''
,S_13,four,legs,big,belly,,,'four','legs','big','belly',''
,S_14,walkon,two,four,legs,,,'walkon','two','four','legs',''
,S_15,four,medium,legs,,,,'four','medium','legs','',''
,S_16,round,,,,,,'round','','','',''
,S_17,large,,upright,,,,'large','','upright','',''
,S_18,walkon,four,legs,,,,'walkon','four','legs','',''
,S_19,big,four,legs,,,,'big','four','legs','',''
,S_20,short,legs,stacked,body,,,'short','legs','stacked','body',''
rhino,S_01,large,,legs,,,,'large','','legs','',''
,S_02,four,legs,,,,,'four','legs','','',''
,S_03,four,legs,,,,,'four','legs','','',''
,S_04,big,chunky,legs,big,stouts,,'big','chunky','legs','big','stouts'
,S_05,big,,round,,,,'big','','round','',''
,S_06,large,four,legs,,,,'large','four','legs','',''
,S_07,four,legs,long,onground,,,'four','legs','long','onground',''
,S_08,four,legs,,,,,'four','legs','','',''
,S_09,four,legs,paws,,,,'four','legs','paws','',''
,S_10,four,legs,big,,,,'four','legs','big','',''
,S_11,fat,body,,,,,'fat','body','','',''
,S_12,rounded,,,,,,'rounded','','','',''
,S_13,four,legs,big,belly,,,'four','legs','big','belly',''
,S_14,large,,four,legs,,,'large','','four','legs',''
,S_15,four,legs,medium,legs,,,'four','legs','medium','legs',''
,S_16,round,,,,,,'round','','','',''
,S_17,parabolic,,circle,,,,'parabolic','','circle','',''
,S_18,four,legs,,,,,'four','legs','','',''
,S_19,huge,,,,,,'huge','','','',''
,S_20,short,legs,stacked,body,,,'short','legs','stacked','body',''
shark,S_01,long,,streamlined,,,,'long','','streamlined','',''
,S_02,fishlike,,,,,,'fishlike','','','',''
,S_03,water,,,,,,'water','','','',''
,S_04,fishlike,,,,,,'fishlike','','','',''
,S_05,big,,long,,,,'big','','long','',''
,S_06,oblong,,,,,,'oblong','','','',''
,S_07,fins,,,,,,'fins','','','',''
,S_08,fins,,,,,,'fins','','','',''
,S_09,streamlined,,,,,,'streamlined','','','',''
,S_10,long,,fins,,,,'long','','fins','',''
,S_11,slender,,ocean,,,,'slender','','ocean','',''
,S_12,long,,,,,,'long','','','',''
,S_13,large,,fishlike,,,,'large','','fishlike','',''
,S_14,streamlined,,,,,,'streamlined','','','',''
,S_15,fins,,,,,,'fins','','','',''
,S_16,long,,,,,,'long','','','',''
,S_17,footballlike,,,,,,'footballlike','','','',''
,S_18,aquatic,,mammals,fish,,,'aquatic','','mammals','fish',''
,S_19,nolegs,,,,,,'nolegs','','','',''
,S_20,fins,,,,,,'fins','','','',''
sheep,S_01,large,,legs,,,,'large','','legs','',''
,S_02,four,legs,,,,,'four','legs','','',''
,S_03,four,legs,,,,,'four','legs','','',''
,S_04,fat,,cylindrical,,,,'fat','','cylindrical','',''
,S_05,four,legs,medium,size,,,'four','legs','medium','size',''
,S_06,medium,height,,,,,'medium','height','','',''
,S_07,four,long,legs,onground,,,'four','long','legs','onground',''
,S_08,four,legs,,,,,'four','legs','','',''
,S_09,four,legs,hooves,,,,'four','legs','hooves','',''
,S_10,four,legs,low,ground,,,'four','legs','low','ground',''
,S_11,fat,body,,,,,'fat','body','','',''
,S_12,rounded,,,,,,'rounded','','','',''
,S_13,four,legs,big,belly,,,'four','legs','big','belly',''
,S_14,four,legs,normal,neck,,,'four','legs','normal','neck',''
,S_15,four,legs,long,,,,'four','legs','long','',''
,S_16,round,,,,,,'round','','','',''
,S_17,rectangular,,,,,,'rectangular','','','',''
,S_18,four,legs,,,,,'four','legs','','',''
,S_19,four,legs,thick,hair,,,'four','legs','thick','hair',''
,S_20,four,legs,long,small,body,,'four','legs','long','small','body'
skunk,S_01,small,four,legs,,,,'small','four','legs','',''
,S_02,four,legs,,,,,'four','legs','','',''
,S_03,four,legs,,,,,'four','legs','','',''
,S_04,big,tails,squirrellike,,,,'big','tails','squirrellike','',''
,S_05,small,,,,,,'small','','','',''
,S_06,short,,,,,,'short','','','',''
,S_07,four,legs,short,,,,'four','legs','short','',''
,S_08,four,legs,,,,,'four','legs','','',''
,S_09,rodentlike,,,,,,'rodentlike','','','',''
,S_10,four,legs,low,ground,,,'four','legs','low','ground',''
,S_11,small,large,body,,,,'small','large','body','',''
,S_12,rounded,,,,,,'rounded','','','',''
,S_13,four,legs,low,ground,,,'four','legs','low','ground',''
,S_14,large,tails,relative,body,,,'large','tails','relative','body',''
,S_15,four,short,legs,,,,'four','short','legs','',''
,S_16,slim,,,,,,'slim','','','',''
,S_17,small,,furball,,,,'small','','furball','',''
,S_18,four,legs,low,ground,,,'four','legs','low','ground',''
