,CB_16,fur,,,
,CB_17,medium,thick,fur,
,CB_18,shaggy,,,
,CB_19,fur,,,
,CB_23,thick,fur,,
hippo,CB_01,medium,,,
,CB_02,fur,,,
,CB_03,skin,,,
,CB_04,short,fur,,
,CB_05,smooth,,,
,CB_06,rough,,,
,CB_08,SMOOTH,,,
,CB_09,thin,fur,,
,CB_10,rough,skin,,
,CB_11,fur,,,
,CB_12,coarse,hair,,
,CB_13,rough,skin,,
,CB_14,coarse,hair,,
,CB_15,smooth,skin,,
,CB_16,rough,,,
,CB_17,tough,rough,,
,CB_18,bristly,,,
,CB_19,fur,,,
,CB_23,thick,fur,,
killerwhale,CB_01,smooth,,,
,CB_02,scales,,,
,CB_03,scales,,,
,CB_04,smooth,skin,,
,CB_05,smooth,,,
,CB_06,scales,,,
,CB_08,smooth,,,
,CB_09,slick,smooth,,
,CB_10,wet,rubber,,
,CB_11,rough,skin,,
,CB_12,slippery,skin,,
,CB_13,smooth,skin,,
,CB_14,slimy,,,
,CB_15,smooth,skin,,
,CB_16,smooth,,,
,CB_17,scales,,,
,CB_18,unknown,,,
,CB_19,scales,,,
,CB_23,slippery,skin,,
lion,CB_01,long,,,
,CB_02,fur,,,
,CB_03,fur,,,
,CB_04,hi,fur,,
,CB_05,short,hair,,
,CB_06,soft,,,
,CB_08,soft,smooth,,
,CB_09,thin,fur,,
,CB_10,rough,skin,,
,CB_11,fur,,,
,CB_12,coarse,hair,,
,CB_13,fur,hair,,
,CB_14,short,hair,,
,CB_15,fur,,,
,CB_16,fur,,,
,CB_17,short,hair,,
,CB_18,shaggy,,,
,CB_19,fur,,,
,CB_23,thick,fur,,
llama,CB_01,medium,,,
,CB_02,fur,,,
,CB_03,thick,fur,,
,CB_04,hi,fur,,
,CB_05,long,thick,hair,
,CB_06,soft,,,
,CB_08,rough,coarse,hair,
,CB_09,thin,fur,,
,CB_10,soft,fur,,
,CB_11,fur,,,
,CB_12,wooly,,,
,CB_13,fur,hair,,
,CB_14,short,hair,,
,CB_15,,,,
,CB_16,fur,,,
,CB_17,tough,rough,,
,CB_18,hair,curly,,
,CB_19,rough,skin,,
,CB_23,thick fur,,,
mammoth,CB_01,short,,,
,CB_02,fur,,,
,CB_03,thick,skin,,
,CB_04,hi,fur,,
,CB_05,long,thick,hair,
,CB_06,rough,,,
,CB_08,rough,coarse,hair,
,CB_09,thick,fur,,
,CB_10,soft,fur,,
,CB_11,smooth,skin,,
,CB_12,wooly,,,
,CB_13,rough,skin,,
,CB_14,coarse,hair,,
,CB_15,wooly,,,
,CB_16,fur,,,
,CB_17,coarse,long,hair,
,CB_18,fluffy,silk,soft,
,CB_19,fur,,,
,CB_23,rough,skin,,
panda,CB_01,coarse,,,
,CB_02,fur,,,
,CB_03,fur,,,
,CB_04,short,fur,,
,CB_05,long,thick,hair,
,CB_06,soft,,,
,CB_08,soft,smooth,,
,CB_09,thick,fur,,
,CB_10,soft,fur,,
,CB_11,fur,,,
,CB_12,soft,fur,,
,CB_13,fur,hair,,
,CB_14,short,hair,,
,CB_15,fur,,,
,CB_16,fur,,,
,CB_17,medium,thick,fur,
,CB_18,fluffy,silk,soft,
,CB_19,rough,skin,,
,CB_23,thick,fur,,
panther,CB_01,medium,,,
,CB_02,fur,,,
,CB_03,fine,fur,,
,CB_04,hi,fur,,
,CB_05,short,hair,,
,CB_06,soft,,,
,CB_08,soft,smooth,,
,CB_09,thick,fur,,
,CB_10,soft,fur,,
,CB_11,fur,,,
,CB_12,coarse,hair,,
,CB_13,fur,hair,,
,CB_14,short,hair,,
,CB_15,fur,,,
,CB_16,fur,,,
,CB_17,short,hair,,
,CB_18,bristly,,,
,CB_19,fur,,,
,CB_23,thick,fur,,
pig,CB_01,coarse,,,
,CB_02,fur,,,
,CB_03,fine,fur,,
,CB_04,short,fur,,
,CB_05,bushy,,,
,CB_06,smooth,,,
,CB_08,rough,coarse,hair,
,CB_09,fluffy,feathers,,
,CB_10,rough,skin,,
,CB_11,feathers,,,
,CB_12,coarse,hair,,
,CB_13,rough,skin,,
,CB_14,short,hair,,
,CB_15,brushy,rough,,
,CB_16,fur,,,
,CB_17,tough,rough,,
,CB_18,feathers,,,
,CB_19,fur,,,
,CB_23,thick,fur,,
pigeon,CB_01,feathers,,,
,CB_02,feathers,,,
,CB_03,feathers,,,
,CB_04,feathers,,,
,CB_05,feathers,,,
,CB_06,feathers,,,
,CB_08,feathers,,,
,CB_09,fluffy,feathers,,
,CB_10,feathers,,,
,CB_11,feathers,,,
,CB_12,feathers,,,
,CB_13,feathers,,,
,CB_14,feathers,,,
,CB_15,feathers,,,
,CB_16,rough,,,
,CB_17,coarse,long,hair,
,CB_18,fluffy,silk,soft,
,CB_19,feathers,,,
,CB_23,fine fur,,,
polarbear,CB_01,coarse,,,
,CB_02,fur,,,
,CB_03,fur,,,
,CB_04,hi,fur,,
,CB_05,long,thick,hair,
,CB_06,soft,,,
,CB_08,smooth,,,
,CB_09,thick,fur,,
,CB_10,soft,fur,,
,CB_11,fur,,,
,CB_12,soft,fur,,
,CB_13,fur,hair,,
,CB_14,coarse,hair,,
,CB_15,fur,,,
,CB_16,fur,,,
,CB_17,medium,thick,fur,
,CB_18,leather,,,
,CB_19,fur,,,
,CB_23,thick,fur,,
rhino,CB_01,medium,,,
,CB_02,fur,,,
,CB_03,thick,skin,,
,CB_04,short,fur,,
,CB_05,rough,,,
,CB_06,rough,,,
,CB_08,rough,coarse,hair,
,CB_09,rough,,,
,CB_10,rough,skin,,
,CB_11,feathers,,,
,CB_12,coarse,hair,,
,CB_13,rough,skin,,
,CB_14,coarse,hair,,
,CB_15,smooth,skin,,
,CB_16,rough,,,
,CB_17,short,hair,,
,CB_18,unknown,,,
,CB_19,rough,skin,,
,CB_23,thick,fur,,
shark,CB_01,scales,,,
,CB_02,scales,,,
,CB_03,scales,,,
,CB_04,smooth,skin,,
,CB_05,rough,,,
,CB_06,scales,,,
,CB_08,smooth,,,
,CB_09,slick,smooth,,
,CB_10,wet,rubber,,
,CB_11,rough,skin,,
,CB_12,slippery,scales,,
,CB_13,smooth,skin,,
,CB_14,slimy,,,
,CB_15,smooth,skin,,
,CB_16,rough,,,
,CB_17,scales,,,
,CB_18,fleece,,,
,CB_19,scales,,,
,CB_23,rough,skin,,
sheep,CB_01,short,,,
,CB_02,fur,,,
,CB_03,thick,fur,,
,CB_04,hi,fur,,
,CB_05,long,thick,hair,
,CB_06,rough,,,
,CB_08,soft,smooth,,
,CB_09,thick,fur,,
,CB_10,soft,fur,,
,CB_11,medium,fur,,
,CB_12,wooly,,,
,CB_13,fur,hair,,
,CB_14,short,hair,,
,CB_15,wooly,,,
,CB_16,fur,,,
,CB_17,soft,fur,valuable,skin
,CB_18,hair,flat,,
,CB_19,fur,,,
,CB_23,thick,fur,,
skunk,CB_01,rough,,,
,CB_02,fur,,,
,CB_03,fine,fur,,
,CB_04,short,fur,,
,CB_05,short,hair,,
,CB_06,soft,,,
,CB_08,soft,smooth,,
,CB_09,rough,,,
,CB_10,rough,skin,,
,CB_11,medium,fur,,
,CB_12,soft,fur,,
,CB_13,fur,hair,,
,CB_14,short,hair,,
,CB_15,fur,,,
,CB_16,fur,,,
,CB_17,short,hair,,
,CB_18,fleece,,,
,CB_19,fur,,,
,CB_23,thick,fur,,
sloth,CB_01,long,,,
,CB_02,skin,,,
,CB_03,skin,,,
,CB_04,hi,fur,,
,CB_05,long,thick,hair,
,CB_06,soft,,,
,CB_08,smooth,,,
,CB_09,slick,smooth,,
,CB_10,rough,skin,,
,CB_11,rough,skin,,
,CB_12,rough,skin,,
,CB_13,rough,skin,,
,CB_14,slimy,,,
,CB_15,fur,,,
,CB_16,rough,,,
,CB_17,coarse,long,hair,
,CB_18,hair,flat,,
,CB_19,scales,,,
,CB_23,IDK,,,
swan,CB_01,scales,,,
,CB_02,feathers,,,
,CB_03,feathers,,,
,CB_04,feathers,,,
,CB_05,feathers,,,
,CB_06,feathers,,,
,CB_08,feathers,,,
,CB_09,fluffy,feathers,,
,CB_10,wet,rubber,,
,CB_11,feathers,,,
,CB_12,feathers,,,
,CB_13,feathers,,,
,CB_14,feathers,,,
,CB_15,feathers,,,
,CB_16,fur,,,
,CB_17,coarse,long,hair,
,CB_18,feathers,,,
,CB_19,feathers,,,
,CB_23,fine,fur,,
zebra,CB_01,short,,,
,CB_02,fur,,,
,CB_03,fine,fur,,
,CB_04,short,fur,,
,CB_05,short,hair,,
,CB_06,rough,,,
,CB_08,rough,coarse,hair,
,CB_09,thin,fur,,
,CB_10,rough,skin,,
,CB_11,medium,fur,,
,CB_12,coarse,hair,,
,CB_13,fur,hair,,
,CB_14,short,hair,,
,CB_15,fur,,,
,CB_16,fur,,,
,CB_17,short,hair,,
,CB_18,hair,curly,,
,CB_19,fur,,,
,CB_23,thick fur,,,
