,CB_12,coarse,hair,,
,CB_13,wide,body,,
,CB_14,large,tall,,
,CB_15,four,feet,,
,CB_16,round,,,
,CB_17,big,strong,,
,CB_18,tall,gangly,,
,CB_19,big,zoo,,
,CB_23,big,,,
flamingo,CB_01,small,,,
,CB_02,birdlike,,,
,CB_03,birdlike,,,
,CB_04,two,legs,wings,birds
,CB_05,slender,long,neck,
,CB_06,birds,,,
,CB_08,two,legs,,
,CB_09,slick,thin,smooth,
,CB_10,wings,,,
,CB_11,big,,,
,CB_12,feathers,,,
,CB_13,tall,slender,,
,CB_14,thin,small,,
,CB_15,birds,two,legs,
,CB_16,oblong,,,
,CB_17,long,legs,birds,
,CB_18,tall,gangly,,
,CB_19,birds,,,
,CB_23,birds,,,
giraffe,CB_01,long,,,
,CB_02,builtforspeed,,,
,CB_03,big,elongated,,
,CB_04,four,legs,,
,CB_05,slender,long,neck,
,CB_06,long,,,
,CB_08,four,legs,,
,CB_09,tall,,,
,CB_10,big,,,
,CB_11,big,,,
,CB_12,rough,skin,,
,CB_13,tall,slender,,
,CB_14,large,tall,,
,CB_15,four,feet,,
,CB_16,oblong,,,
,CB_17,powerful,lean,fast,
,CB_18,tall,gangly,,
,CB_19,big,zoo,,
,CB_23,big,,,
goat,CB_01,long,,,
,CB_02,builtforspeed,,,
,CB_03,four,legs,medium,
,CB_04,four,legs,,
,CB_05,big,body,legs,
,CB_06,flat,,,
,CB_08,four,legs,,
,CB_09,skinny,square,four,legs
,CB_10,small,,,
,CB_11,big,,,
,CB_12,coarse,hair,,
,CB_13,tall,slender,,
,CB_14,fat,medium,,
,CB_15,four,feet,,
,CB_16,round,,,
,CB_17,little,gentle,sweet,horns
,CB_18,four,legs,graceful,aesthpleasing
,CB_19,farm,,,
,CB_23,four,legs,standard,
gorilla,CB_01,long,,,
,CB_02,builtforspeed,,,
,CB_03,upright,,,
,CB_04,two,legs,,
,CB_05,primates,arms,legs,
,CB_06,symmetrical,,,
,CB_08,two,legs,,
,CB_09,tall,,,
,CB_10,big,creatures,,
,CB_11,big,,,
,CB_12,coarse,hair,,
,CB_13,tall,slender,,
,CB_14,large,tall,,
,CB_15,primates,erect,taller,
,CB_16,round,,,
,CB_17,big,strong,,
,CB_18,large,muscular,,
,CB_19,big,zoo,,
,CB_23,arms,legs,,
grizzly,CB_01,medium,,,
,CB_02,builtforspeed,,,
,CB_03,upright,,,
,CB_04,four,legs,,
,CB_05,big,body,long,legs
,CB_06,flat,,,
,CB_08,four,legs,,
,CB_09,skinny,square,four,legs
,CB_10,bears,,,
,CB_11,big,,,
,CB_12,soft,fur,,
,CB_13,wide,body,,
,CB_14,large,tall,,
,CB_15,four,feet,,
,CB_16,round,,,
,CB_17,big,strong,,
,CB_18,large,muscular,,
,CB_19,big,zoo,,
,CB_23,arms,legs,,
hippo,CB_01,medium,,,
,CB_02,lowtoground,,,
,CB_03,big,four,legs,
,CB_04,four,legs,,
,CB_05,huge,bulky,,
,CB_06,flat,,,
,CB_08,four,legs,,
,CB_09,tall,,,
,CB_10,big,,,
,CB_11,small,,,
,CB_12,coarse,hair,,
,CB_13,wide,body,,
,CB_14,large,tall,,
,CB_15,four,feet,,
,CB_16,oblong,,,
,CB_17,big,strong,,
,CB_18,fat,bumbling,unmuscular,strange
,CB_19,wild,,,
,CB_23,arms,legs,,
killerwhale,CB_01,big,,,
,CB_02,fishlike,,,
,CB_03,long,lean,,
,CB_04,fish,,,
,CB_05,long,bodies,fins,tail
,CB_06,long,,,
,CB_08,swimmers,,,
,CB_09,slick,thin,smooth,
,CB_10,ocean,,,
,CB_11,small,,,
,CB_12,slippery,scales,,
,CB_13,ocean,,,
,CB_14,large,tall,,
,CB_15,fish,,,
,CB_16,oblong,,,
,CB_17,powerful,lean,fast,
,CB_18,large,muscular,,
,CB_19,water,,,
,CB_23,fish,,,
lion,CB_01,long,,,
,CB_02,catlike,,,
,CB_03,big,four,legs,
,CB_04,four,legs,,
,CB_05,cats,,,
,CB_06,flat,,,
,CB_08,four,legs,,
,CB_09,skinny,square,four,legs
,CB_10,big,creatures,,
,CB_11,big,,,
,CB_12,coarse,hair,,
,CB_13,wide,body,,
,CB_14,large,tall,,
,CB_15,four,feet,,
,CB_16,oblong,,,
,CB_17,powerful,lean,fast,
,CB_18,large,muscular,,
,CB_19,wild,,,
,CB_23,four,legs,standard,
llama,CB_01,medium,,,
,CB_02,builtforspeed,,,
,CB_03,four,legs,medium,
,CB_04,four,legs,,
,CB_05,slender,long,neck,
,CB_06,flat,,,
,CB_08,four,legs,,
,CB_09,skinny,square,four,legs
,CB_10,big,,,
,CB_11,medium,,,
,CB_12,wooly,,,
,CB_13,wide,body,,
,CB_14,fat,medium,,
,CB_15,four,feet,,
,CB_16,round,,,
,CB_17,powerful,lean,fast,
,CB_18,fast,bumbling,unmuscular,strange
,CB_19,wild,,,
,CB_23,four,legs,standard,
mammoth,CB_01,short,,,
,CB_02,builtforspeed,,,
,CB_03,big,four,legs,
,CB_04,four,legs,,
,CB_05,huge,bulky,,
,CB_06,symmetrical,,,
,CB_08,four,legs,,
,CB_09,skinny,square,four,legs
,CB_10,IDK,,,
,CB_11,small,,,
,CB_12,wooly,,,
,CB_13,wide,body,,
,CB_14,thin,small,,
,CB_15,four,feet,,
,CB_16,round,,,
,CB_17,fat,,,
,CB_18,four,legs,large,graceful
,CB_19,big,zoo,,
,CB_23,big,,,
panda,CB_01,medium,,,
,CB_02,builtforspeed,,,
,CB_03,upright,,,
,CB_04,four,legs,,
,CB_05,big,body,long,legs
,CB_06,flat,,,
,CB_08,four,legs,,
,CB_09,skinny,square,four,legs
,CB_10,bears,,,
,CB_11,medium,,,
,CB_12,soft,fur,,
,CB_13,wide,body,,
,CB_14,large,tall,,
,CB_15,four,feet,,
,CB_16,oblong,,,
,CB_17,big,strong,,
,CB_18,fat,bumbling,unmuscular,strange
,CB_19,big,zoo,,
,CB_23,four,legs,standard,
panther,CB_01,medium,,,
,CB_02,catlike,,,
,CB_03,big,four,legs,
,CB_04,four,legs,,
,CB_05,cats,,,
,CB_06,flat,,,
,CB_08,four,legs,,
,CB_09,skinny,square,four,legs
,CB_10,big,,,
,CB_11,medium,,,
,CB_12,coarse,hair,,
,CB_13,tall,slender,,
,CB_14,large,tall,,
,CB_15,four,feet,,
,CB_16,round,,,
,CB_17,powerful,lean,fast,
,CB_18,four,legs,graceful,aesthpleasing
,CB_19,wild,,,
,CB_23,four,legs,standard,
pig,CB_01,short,,,
,CB_02,lowtoground,,,
,CB_03,four,legs,medium,
,CB_04,four,legs,,
,CB_05,lowfront,highback,,
,CB_06,flat,,,
,CB_08,four,legs,,
,CB_09,skinny,square,four,legs
,CB_10,small,,,
,CB_11,big,,,
,CB_12,coarse,hair,,
,CB_13,wide,body,,
,CB_14,thin,small,,
,CB_15,four,feet,,
,CB_16,round,,,
,CB_17,big,strong,,
,CB_18,fat,bumbling,unmuscular,strange
,CB_19,farm,,,
,CB_23,four,legs,standard,
pigeon,CB_01,circular,,,
,CB_02,birdlike,,,
,CB_03,birdlike,,,
,CB_04,two,legs,wings,birds
,CB_05,wings,small,,
,CB_06,birds,,,
,CB_08,wings,,,
,CB_09,slick,thin,smooth,
,CB_10,wings,,,
,CB_11,medium,,,
,CB_12,feathers,,,
,CB_13,birds,,,
,CB_14,thin,small,,
,CB_15,birds,two,legs,
,CB_16,oblong,,,
,CB_17,ugly,birds,,
,CB_18,birds,graceful,shapely,
,CB_19,birds,,,
,CB_23,birds,,,
polarbear,CB_01,long,,,
,CB_02,lowtoground,,,
,CB_03,upright,,,
,CB_04,four,legs,,
,CB_05,big,body,long,legs
,CB_06,flat,,,
,CB_08,four,legs,,
,CB_09,skinny,square,four,legs
,CB_10,bears,,,
,CB_11,big,,,
,CB_12,soft,fur,,
,CB_13,wide,body,,
,CB_14,large,tall,,
,CB_15,four,feet,,
,CB_16,round,,,
,CB_17,big,strong,,
,CB_18,four,legs,large,graceful
,CB_19,big,zoo,,
,CB_23,arms,legs,,
rhino,CB_01,medium,,,
,CB_02,lowtoground,,,
,CB_03,big,elongated,,
,CB_04,four,legs,,
,CB_05,huge,bulky,,
,CB_06,flat,,,
,CB_08,four,legs,,
,CB_09,fat,,,
,CB_10,big,,,
,CB_11,small,,,
,CB_12,coarse,hair,,
,CB_13,tall,slender,,
,CB_14,large,tail,,
,CB_15,four,feet,,
,CB_16,oblong,,,
,CB_17,powerful,lean,fast,
,CB_18,large,muscular,,
,CB_19,wild,,,
,CB_23,big,,,
shark,CB_01,big,,,
,CB_02,fishlike,,,
,CB_03,long,lean,,
,CB_04,fish,,,
,CB_05,long,bodies,fins,tail
,CB_06,long,,,
,CB_08,swimmers,,,
,CB_09,slick,thin,smooth,
,CB_10,ocean,,,
,CB_11,small,,,
,CB_12,slippery,scales,,
,CB_13,ocean,,,
,CB_14,thin,small,,
,CB_15,fish,,,
,CB_16,round,,,
,CB_17,powerful,lean,fast,
,CB_18,swimmers,small,graceful,
,CB_19,water,,,
,CB_23,fish,,,
sheep,CB_01,short,,,
,CB_02,lowtoground,,,
,CB_03,four,legs,medium,
,CB_04,four,legs,,
,CB_05,big,body,legs,
,CB_06,flat,,,
,CB_08,four,legs,,
,CB_09,skinny,square,four,legs
,CB_10,small,,,
,CB_11,small,,,
,CB_12,wooly,,,
,CB_13,wide,body,,
,CB_14,thin,small,,
,CB_15,four,feet,,
,CB_16,oblong,,,
,CB_17,little,gentle,sweet,horns
,CB_18,fat,bumbling,unmuscular,strange
,CB_19,farm,,,
,CB_23,four,legs,standard,
skunk,CB_01,small,,,
,CB_02,catlike,,,
,CB_03,four,legs,medium,
,CB_04,four,legs,,
,CB_05,compact,big,tail,
,CB_06,flat,,,
,CB_08,four,legs,,
,CB_09,fat,,,
,CB_10,small,,,
,CB_11,big,,,
,CB_12,soft,fur,,
,CB_13,wide,body,,
,CB_14,thin,small,,
,CB_15,four,feet,,
,CB_16,oblong,,,
,CB_17,powerful,lean,fast,
,CB_18,small,strange,,
,CB_19,IDK,,,
,CB_23,four,legs,standard,
sloth,CB_01,big,,,
,CB_02,fishlike,,,
,CB_03,big,elongated,,
,CB_04,four,legs,,
,CB_05,primates,arms,legs,
,CB_06,flat,,,
,CB_08,four,legs,,
,CB_09,slick,thin,smooth,
,CB_10,small,,,
,CB_11,big,,,
,CB_12,rough,skin,,
,CB_13,wide,body,,
,CB_14,fat,medium,,
,CB_15,primates,erect,tall,
,CB_16,oblong,,,
,CB_17,big,strong,,
,CB_18,small,strange,,
,CB_19,water,,,
,CB_23,IDK,,,
sloth,CB_01,big,,,
,CB_02,fishlike,,,
,CB_03,big,elongated,,
,CB_04,four,legs,,
,CB_05,primates,arms,legs,
,CB_06,flat,,,
,CB_08,four,legs,,
,CB_09,slick,thin,smooth,
,CB_10,small,,,
,CB_11,big,,,
,CB_12,rough,skin,,
,CB_13,wide,body,,
,CB_14,fat,medium,,
,CB_15,primates,erect,tall,
,CB_16,oblong,,,
,CB_17,big,strong,,
,CB_18,small,strange,,
,CB_19,water,,,
,CB_23,IDK,,,
zebra,CB_01,long,,,
,CB_02,builtforspeed,,,
,CB_03,four,legs,medium,
,CB_04,four,legs,,
,CB_05,big,body,legs,
,CB_06,flat,,,
,CB_08,four,legs,,
,CB_09,fat,,,
,CB_10,big,,,
,CB_11,medium,,,
,CB_12,coarse,hair,,
,CB_13,tall,slender,,
,CB_14,large,tall,,
,CB_15,four,feet,,
,CB_16,oblong,,,
,CB_17,powerful,lean,fast,
,CB_18,four,legs,larger,graceful
,CB_19,farm,,,
,CB_23,four,legs,standard,
