,S_04,short,fur,,,,'short','fur','','',''
,S_05,fur,,,,,'fur','','','',''
,S_06,short,fur,,,,'short','fur','','',''
,S_07,soft,fur,,,,'soft','fur','','',''
,S_08,fuzz,,,,,'fuzz','','','',''
,S_09,long,hair,,,,'long','hair','','',''
,S_10,soft,fur,,,,'soft','fur','','',''
,S_11,rough,fur,,,,'rough','fur','','',''
,S_12,fur,,,,,'fur','','','',''
,S_13,thin,fur,,,,'thin','fur','','',''
,S_14,medium,hair,,,,'medium','hair','','',''
,S_15,short,hair,,,,'short','hair','','',''
,S_16,smooth,,,,,'smooth','','','',''
,S_17,silk,,smooth,,,'silk','','smooth','',''
,S_18,coarse,hair,,,,'coarse','hair','','',''
,S_19,short,hair,thick,hair,,'short','hair','thick','hair',''
,S_20,rough,fur,,,,'rough','fur','','',''
crow,S_01,feathers,,,,,'feathers','','','',''
,S_02,feathers,,,,,'feathers','','','',''
,S_03,feathers,,,,,'feathers','','','',''
,S_04,feathers,,,,,'feathers','','','',''
,S_05,feathers,,,,,'feathers','','','',''
,S_06,soft,feathers,,,,'soft','feathers','','',''
,S_07,feathers,,,,,'feathers','','','',''
,S_08,feathers,,,,,'feathers','','','',''
,S_09,feathers,,,,,'feathers','','','',''
,S_10,feathers,,,,,'feathers','','','',''
,S_11,smooth,feathers,,,,'smooth','feathers','','',''
,S_12,feathers,,,,,'feathers','','','',''
,S_13,feathers,,,,,'feathers','','','',''
,S_14,feathers,,,,,'feathers','','','',''
,S_15,small,feathers,,,,'small','feathers','','',''
,S_16,rough,coat,,,,'rough','coat','','',''
,S_17,fluff,,,,,'fluff','','','',''
,S_18,feathers,,,,,'feathers','','','',''
,S_19,feathers,,,,,'feathers','','','',''
,S_20,feathers,,,,,'feathers','','','',''
deer,S_01,short,,fine,,,'short','','fine','',''
,S_02,fur,,,,,'fur','','','',''
,S_03,hair,,fur,,,'hair','','fur','',''
,S_04,short,fur,,,,'short','fur','','',''
,S_05,fur,,,,,'fur','','','',''
,S_06,short,fur,,,,'short','fur','','',''
,S_07,soft,fur,,,,'soft','fur','','',''
,S_08,fuzz,,,,,'fuzz','','','',''
,S_09,long,hair,,,,'long','hair','','',''
,S_10,soft,,,,,'soft','','','',''
,S_11,rough,fur,,,,'rough','fur','','',''
,S_12,fur,,,,,'fur','','','',''
,S_13,thin,fur,,,,'thin','fur','','',''
,S_14,medium,hair,,,,'medium','hair','','',''
,S_15,short,hair,,,,'short','hair','','',''
,S_16,smooth,,,,,'smooth','','','',''
,S_17,silk,,smooth,,,'silk','','smooth','',''
,S_18,coarse,hair,,,,'coarse','hair','','',''
,S_19,short,hair,thick,hair,,'short','hair','thick','hair',''
,S_20,rough,fur,,,,'rough','fur','','',''
dolphin,S_01,smooth,,scales,,,'smooth','','scales','',''
,S_02,smooth,skin,,,,'smooth','skin','','',''
,S_03,slippery,,,,,'slippery','','','',''
,S_04,smooth,skin,slimy,,,'smooth','skin','slimy','',''
,S_05,slippery,,,,,'slippery','','','',''
,S_06,smooth,,,,,'smooth','','','',''
,S_07,soft,skin,,,,'soft','skin','','',''
,S_08,scales,,,,,'scales','','','',''
,S_09,rubber,,,,,'rubber','','','',''
,S_10,wet,,,,,'wet','','','',''
,S_11,smooth,,nofur,,,'smooth','','nofur','',''
,S_12,skin,,,,,'skin','','','',''
,S_13,thick,skin,,,,'thick','skin','','',''
,S_14,smooth,,,,,'smooth','','','',''
,S_15,smooth,skin,,,,'smooth','skin','','',''
,S_16,smooth,,,,,'smooth','','','',''
,S_17,slick,,,,,'slick','','','',''
,S_18,smooth,skin,,,,'smooth','skin','','',''
,S_19,slippery,skin,,,,'slippery','skin','','',''
,S_20,smooth,,,,,'smooth','','','',''
elephant,S_01,smooth,,rough,skin,,'smooth','','rough','skin',''
,S_02,smooth,skin,hair,,,'smooth','skin','hair','',''
,S_03,skin,,,,,'skin','','','',''
,S_04,sparse,hair,rough,skin,,'sparse','hair','rough','skin',''
,S_05,rough,skin,some,fur,,'rough','skin','some','fur',''
,S_06,coarse,,wrinkled,,,'coarse','','wrinkled','',''
,S_07,coarse,hair,,,,'coarse','hair','','',''
,S_08,smooth,,,,,'smooth','','','',''
,S_09,short,hair,rough,,,'short','hair','rough','',''
,S_10,thin,fur,,,,'thin','fur','','',''
,S_11,rough,,no,fur,,'rough','','no','fur',''
,S_12,skin,,,,,'skin','','','',''
,S_13,thick,skin,,,,'thick','skin','','',''
,S_14,light,hair,,,,'light','hair','','',''
,S_15,tough,hide,,,,'tough','hide','','',''
,S_16,smooth,,,,,'smooth','','','',''
,S_17,leather,,,,,'leather','','','',''
,S_18,skin,,light,hair,,'skin','','light','hair',''
,S_19,rough,skin,,,,'rough','skin','','',''
,S_20,rough,,,,,'rough','','','',''
flamingo,S_01,feathers,,,,,'feathers','','','',''
,S_02,feathers,,,,,'feathers','','','',''
,S_03,feathers,,,,,'feathers','','','',''
,S_04,feathers,,,,,'feathers','','','',''
,S_05,rough,skin,some,fur,,'rough','skin','some','fur',''
,S_06,soft,feathers,,,,'soft','feathers','','',''
,S_07,feathers,,,,,'feathers','','','',''
,S_08,feathers,,,,,'feathers','','','',''
,S_09,feathers,,,,,'feathers','','','',''
,S_10,feathers,,,,,'feathers','','','',''
,S_11,smooth,fur,,,,'smooth','fur','','',''
,S_12,feathers,,,,,'feathers','','','',''
,S_13,feathers,,,,,'feathers','','','',''
,S_14,feathers,,,,,'feathers','','','',''
,S_15,big,feathers,,,,'big','feathers','','',''
,S_16,rough,coat,,,,'rough','coat','','',''
,S_17,fluff,,,,,'fluff','','','',''
,S_18,feathers,,,,,'feathers','','','',''
,S_19,feathers,,,,,'feathers','','','',''
,S_20,feathers,,,,,'feathers','','','',''
giraffe,S_01,short,,fine,,,'short','','fine','',''
,S_02,fur,,,,,'fur','','','',''
,S_03,hair,,fur,,,'hair','','fur','',''
,S_04,short,fur,,,,'short','fur','','',''
,S_05,fur,,,,,'fur','','','',''
,S_06,short,fur,,,,'short','fur','','',''
,S_07,soft,fur,,,,'soft','fur','','',''
,S_08,fuzz,,,,,'fuzz','','','',''
,S_09,long,hair,,,,'long','hair','','',''
,S_10,wiry,fur,,,,'wiry','fur','','',''
,S_11,smooth,fur,,,,'smooth','fur','','',''
,S_12,fur,,,,,'fur','','','',''
,S_13,thin,fur,,,,'thin','fur','','',''
,S_14,medium,hair,,,,'medium','hair','','',''
,S_15,short,hair,,,,'short','hair','','',''
,S_16,smooth,,,,,'smooth','','','',''
,S_17,silk,,smooth,,,'silk','','smooth','',''
,S_18,coarse,hair,,,,'coarse','hair','','',''
,S_19,short,hair,thick,hair,,'short','hair','thick','hair',''
,S_20,rough,fur,,,,'rough','fur','','',''
goat,S_01,short,,thick,,,'short','','thick','',''
,S_02,fur,,,,,'fur','','','',''
,S_03,hair,,fur,,,'hair','','fur','',''
,S_04,short,fur,,,,'short','fur','','',''
,S_05,fur,,,,,'fur','','','',''
,S_06,short,fur,,,,'short','fur','','',''
,S_07,soft,fur,,,,'soft','fur','','',''
,S_08,fuzz,,,,,'fuzz','','','',''
,S_09,long,hair,,,,'long','hair','','',''
,S_10,wiry,fur,,,,'wiry','fur','','',''
,S_11,rough,fur,,,,'rough','fur','','',''
,S_12,fur,,,,,'fur','','','',''
,S_13,thin,fur,,,,'thin','fur','','',''
,S_14,medium,hair,,,,'medium','hair','','',''
,S_15,long,hair,,,,'long','hair','','',''
,S_16,rough,coat,,,,'rough','coat','','',''
,S_17,bristles,,,,,'bristles','','','',''
,S_18,coarse,hair,,,,'coarse','hair','','',''
,S_19,medium,hair,smooth,,,'medium','hair','smooth','',''
,S_20,rough,fur,,,,'rough','fur','','',''
gorilla,S_01,short,,thick,,,'short','','thick','',''
,S_02,fur,,,,,'fur','','','',''
,S_03,hair,,fur,,,'hair','','fur','',''
,S_04,humanlike,,,,,'humanlike','','','',''
,S_05,fur,,,,,'fur','','','',''
,S_06,coarse,,wrinkled,,,'coarse','','wrinkled','',''
,S_07,soft,fur,,,,'soft','fur','','',''
,S_08,fuzz,,,,,'fuzz','','','',''
,S_09,long,hair,,,,'long','hair','','',''
,S_10,wiry,fur,,,,'wiry','fur','','',''
,S_11,rough,fur,,,,'rough','fur','','',''
,S_12,fur,,,,,'fur','','','',''
,S_13,thick,fur,,,,'thick','fur','','',''
,S_14,hair,,,,,'hair','','','',''
,S_15,long,hair,,,,'long','hair','','',''
,S_16,rough,coat,,,,'rough','coat','','',''
,S_17,bristles,,,,,'bristles','','','',''
,S_18,thick,fur,,,,'thick','fur','','',''
,S_19,long,hair,smooth,,,'long','hair','smooth','',''
,S_20,rough,fur,,,,'rough','fur','','',''
grizzly,S_01,short,,thick,,,'short','','thick','',''
,S_02,fur,,,,,'fur','','','',''
,S_03,hair,,fur,,,'hair','','fur','',''
,S_04,long,fur,,,,'long','fur','','',''
,S_05,fur,,,,,'fur','','','',''
,S_06,thick,fur,,,,'thick','fur','','',''
,S_07,soft,fur,,,,'soft','fur','','',''
,S_08,fuzz,,,,,'fuzz','','','',''
,S_09,long,hair,,,,'long','hair','','',''
,S_10,wiry,fur,,,,'wiry','fur','','',''
,S_11,rough,fur,,,,'rough','fur','','',''
,S_12,fur,,,,,'fur','','','',''
,S_13,thick,fur,,,,'thick','fur','','',''
,S_14,hair,,,,,'hair','','','',''
,S_15,long,hair,,,,'long','hair','','',''
,S_16,rough,coat,,,,'rough','coat','','',''
,S_17,fur,,,,,'fur','','','',''
,S_18,thick,fur,,,,'thick','fur','','',''
,S_19,long,hair,smooth,,,'long','hair','smooth','',''
,S_20,soft,fur,,,,'soft','fur','','',''
hippo,S_01,smooth,,rough,,,'smooth','','rough','',''
,S_02,smooth,skin,hair,,,'smooth','skin','hair','',''
,S_03,skin,,,,,'skin','','','',''
,S_04,sparse,hair,rough,skin,,'sparse','hair','rough','skin',''
,S_05,rough,skin,some,fur,,'rough','skin','some','fur',''
,S_06,coarse,,wrinkled,,,'coarse','','wrinkled','',''
,S_07,coarse,hair,,,,'coarse','hair','','',''
,S_08,smooth,,,,,'smooth','','','',''
,S_09,rubbery,,,,,'rubbery','','','',''
,S_10,wet,,,,,'wet','','','',''
,S_11,rough,,no,fur,,'rough','','no','fur',''
,S_12,skin,,,,,'skin','','','',''
,S_13,thick,skin,,,,'thick','skin','','',''
,S_14,light,hair,,,,'light','hair','','',''
,S_15,short,hair,,,,'short','hair','','',''
,S_16,smooth,,,,,'smooth','','','',''
,S_17,leather,,,,,'leather','','','',''
,S_18,skin,,light,hair,,'skin','','light','hair',''
,S_19,rough,skin,,,,'rough','skin','','',''
,S_20,rough,,,,,'rough','','','',''
killerwhale,S_01,smooth,,scaly,,,'smooth','','scaly','',''
,S_02,smooth,skin,,,,'smooth','skin','','',''
,S_03,slippery,,,,,'slippery','','','',''
,S_04,smooth,,slimy,skin,,'smooth','','slimy','skin',''
,S_05,slippery,,,,,'slippery','','','',''
,S_06,smooth,,,,,'smooth','','','',''
,S_07,soft,skin,,,,'soft','skin','','',''
,S_08,scales,,,,,'scales','','','',''
,S_09,rubbery,,,,,'rubbery','','','',''
,S_10,wet,,,,,'wet','','','',''
,S_11,smooth,,no,fur,,'smooth','','no','fur',''
,S_12,skin,,,,,'skin','','','',''
,S_13,thick,skin,,,,'thick','skin','','',''
,S_14,smooth,,,,,'smooth','','','',''
,S_15,smooth,skin,,,,'smooth','skin','','',''
,S_16,smooth,,,,,'smooth','','','',''
,S_17,slick,,,,,'slick','','','',''
,S_18,smooth,skin,,,,'smooth','skin','','',''
,S_19,slippery,skin,,,,'slippery','skin','','',''
,S_20,smooth,,,,,'smooth','','','',''
lion,S_01,short,,fine,,,'short','','fine','',''
,S_02,fur,,,,,'fur','','','',''
,S_03,hair,,fur,,,'hair','','fur','',''
,S_04,short,fur,,,,'short','fur','','',''
,S_05,fur,,,,,'fur','','','',''
,S_06,short,fur,,,,'short','fur','','',''
,S_07,soft,fur,,,,'soft','fur','','',''
,S_08,fuzz,,,,,'fuzz','','','',''
,S_09,long,hair,,,,'long','hair','','',''
,S_10,short,fur,,,,'short','fur','','',''
,S_11,smooth,fur,,,,'smooth','fur','','',''
,S_12,fur,,,,,'fur','','','',''
,S_13,thin,fur,,,,'thin','fur','','',''
,S_14,medium,hair,,,,'medium','hair','','',''
,S_15,short,hair,,,,'short','hair','','',''
,S_16,smooth,,,,,'smooth','','','',''
,S_17,bristles,,,,,'bristles','','','',''
,S_18,long,hair,,,,'long','hair','','',''
,S_19,long,hair,smooth,,,'long','hair','smooth','',''
,S_20,soft,fur,,,,'soft','fur','','',''
llama,S_01,short,,fine,,,'short','','fine','',''
,S_02,fur,,,,,'fur','','','',''
,S_03,hair,,fur,,,'hair','','fur','',''
,S_04,short,fur,,,,'short','fur','','',''
,S_05,fur,,,,,'fur','','','',''
,S_06,short,fur,,,,'short','fur','','',''
,S_07,soft,fur,,,,'soft','fur','','',''
,S_08,fuzz,,,,,'fuzz','','','',''
,S_09,short,hair,rough,skin,,'short','hair','rough','skin',''
,S_10,wiry,fur,,,,'wiry','fur','','',''
,S_11,rough,fur,,,,'rough','fur','','',''
,S_12,fur,,,,,'fur','','','',''
,S_13,thick,fur,,,,'thick','fur','','',''
,S_14,fluff,,,,,'fluff','','','',''
,S_15,short,hair,,,,'short','hair','','',''
,S_16,NA,,,,,'NA','','','',''
,S_17,bristles,,,,,'bristles','','','',''
,S_18,coarse,hair,,,,'coarse','hair','','',''
,S_19,short,hair,thick,hair,,'short','hair','thick','hair',''
,S_20,rough,fur,,,,'rough','fur','','',''
mammoth,S_01,short,,thick,,,'short','','thick','',''
,S_02,fur,,,,,'fur','','','',''
,S_03,hair,,fur,,,'hair','','fur','',''
,S_04,long,fur,,,,'long','fur','','',''
,S_05,rough,skin,some,fur,,'rough','skin','some','fur',''
,S_06,thick,fur,,,,'thick','fur','','',''
,S_07,soft,fur,,,,'soft','fur','','',''
,S_08,fuzz,,,,,'fuzz','','','',''
,S_09,long,hair,,,,'long','hair','','',''
,S_10,soft,fur,,,,'soft','fur','','',''
,S_11,smooth,fur,,,,'smooth','fur','','',''
,S_12,fur,,,,,'fur','','','',''
,S_13,thick,fur,,,,'thick','fur','','',''
,S_14,fluff,,,,,'fluff','','','',''
,S_15,long,hair,,,,'long','hair','','',''
,S_16,rough,coat,,,,'rough','coat','','',''
,S_17,silk,,smooth,,,'silk','','smooth','',''
,S_18,thick,fur,,,,'thick','fur','','',''
,S_19,short,hair,thick,,,'short','hair','thick','',''
,S_20,soft,hair,,,,'soft','hair','','',''
panda,S_01,short,,fine,,,'short','','fine','',''
,S_02,fur,,,,,'fur','','','',''
,S_03,hair,,fur,,,'hair','','fur','',''
,S_04,long,fur,,,,'long','fur','','',''
,S_05,fur,,,,,'fur','','','',''
,S_06,thick,fur,,,,'thick','fur','','',''
,S_07,soft,fur,,,,'soft','fur','','',''
,S_08,fuzz,,,,,'fuzz','','','',''
,S_09,long,hair,,,,'long','hair','','',''
,S_10,soft,fur,,,,'soft','fur','','',''
,S_11,smooth,fur,,,,'smooth','fur','','',''
,S_12,fur,,,,,'fur','','','',''
,S_13,thick,fur,,,,'thick','fur','','',''
,S_14,hair,,,,,'hair','','','',''
,S_15,short,hair,,,,'short','hair','','',''
,S_16,NA,,,,,'NA','','','',''
,S_17,fur,,,,,'fur','','','',''
,S_18,thick,fur,,,,'thick','fur','','',''
,S_19,long,hair,smooth,,,'long','hair','smooth','',''
,S_20,soft,fur,,,,'soft','fur','','',''
panther,S_01,short,,fine,,,'short','','fine','',''
,S_02,fur,,,,,'fur','','','',''
,S_03,hair,,fur,,,'hair','','fur','',''
,S_04,short,fur,,,,'short','fur','','',''
,S_05,fur,,,,,'fur','','','',''
,S_06,short,fur,,,,'short','fur','','',''
,S_07,soft,fur,,,,'soft','fur','','',''
,S_08,fuzz,,,,,'fuzz','','','',''
,S_09,long,hair,,,,'long','hair','','',''
,S_10,soft,fur,,,,'soft','fur','','',''
,S_11,smooth,fur,,,,'smooth','fur','','',''
,S_12,fur,,,,,'fur','','','',''
,S_13,thin,fur,,,,'thin','fur','','',''
,S_14,medium,hair,,,,'medium','hair','','',''
,S_15,short,hair,,,,'short','hair','','',''
,S_16,smooth,,,,,'smooth','','','',''
,S_17,silk,,smooth,,,'silk','','smooth','',''
,S_18,long,hair,,,,'long','hair','','',''
,S_19,long,hair,smooth,,,'long','hair','smooth','',''
,S_20,soft,hair,,,,'soft','hair','','',''
pig,S_01,smooth,,rough,,,'smooth','','rough','',''
,S_02,fur,,,,,'fur','','','',''
,S_03,skin,,,,,'skin','','','',''
,S_04,sparse,hair,rough,skin,,'sparse','hair','rough','skin',''
,S_05,rough,skin,some,fur,,'rough','skin','some','fur',''
,S_06,sparse,hair,,,,'sparse','hair','','',''
,S_07,coarse,hair,,,,'coarse','hair','','',''
,S_08,smooth,,,,,'smooth','','','',''
,S_09,short,hair,rough,skin,,'short','hair','rough','skin',''
,S_10,thin,fur,,,,'thin','fur','','',''
,S_11,rough,,nofur,fur,,'rough','','nofur','fur',''
,S_12,skin,,,,,'skin','','','',''
,S_13,thick,skin,,,,'thick','skin','','',''
,S_14,light,hair,,,,'light','hair','','',''
,S_15,coarse,hair,,,,'coarse','hair','','',''
,S_16,smooth,,,,,'smooth','','','',''
,S_17,leather,,,,,'leather','','','',''
,S_18,skin,,light,hair,,'skin','','light','hair',''
,S_19,rough,skin,,,,'rough','skin','','',''
,S_20,rough,,,,,'rough','','','',''
pigeon,S_01,feathers,,,,,'feathers','','','',''
,S_02,feathers,,,,,'feathers','','','',''
,S_03,feathers,,,,,'feathers','','','',''
,S_04,feathers,,,,,'feathers','','','',''
,S_05,feathers,,,,,'feathers','','','',''
,S_06,soft,feathers,,,,'soft','feathers','','',''
,S_07,feathers,,,,,'feathers','','','',''
,S_08,feathers,,,,,'feathers','','','',''
,S_09,feathers,,,,,'feathers','','','',''
,S_10,feathers,,,,,'feathers','','','',''
,S_11,smooth,feathers,,,,'smooth','feathers','','',''
,S_12,feathers,,,,,'feathers','','','',''
,S_13,feathers,,,,,'feathers','','','',''
,S_14,feathers,,,,,'feathers','','','',''
,S_15,small,feathers,,,,'small','feathers','','',''
,S_16,rough,coat,,,,'rough','coat','','',''
,S_17,fluff,,,,,'fluff','','','',''
,S_18,feathers,,,,,'feathers','','','',''
,S_19,feathers,,,,,'feathers','','','',''
,S_20,feathers,,,,,'feathers','','','',''
polarbear,S_01,short,,thick,,,'short','','thick','',''
,S_02,fur,,,,,'fur','','','',''
,S_03,hair,,fur,,,'hair','','fur','',''
,S_04,long,fur,,,,'long','fur','','',''
,S_05,fur,,,,,'fur','','','',''
,S_06,thick,fur,,,,'thick','fur','','',''
,S_07,soft,fur,,,,'soft','fur','','',''
,S_08,fuzz,,,,,'fuzz','','','',''
,S_09,long,hair,,,,'long','hair','','',''
,S_10,wiry,fur,,,,'wiry','fur','','',''
,S_11,rough,fur,,,,'rough','fur','','',''
,S_12,fur,,,,,'fur','','','',''
,S_13,thick,fur,,,,'thick','fur','','',''
,S_14,hair,,,,,'hair','','','',''
,S_15,long,hair,,,,'long','hair','','',''
,S_16,rough,coat,,,,'rough','coat','','',''
,S_17,fur,,,,,'fur','','','',''
,S_18,thick,fur,,,,'thick','fur','','',''
,S_19,long,hair,smooth,,,'long','hair','smooth','',''
,S_20,soft,fur,,,,'soft','fur','','',''
rhino,S_01,smooth,,rough,,,'smooth','','rough','',''
,S_02,smooth,skin,hair,,,'smooth','skin','hair','',''
,S_03,skin,,,,,'skin','','','',''
,S_04,sparse,hair,rough,skin,,'sparse','hair','rough','skin',''
,S_05,rough,skin,some,fur,,'rough','skin','some','fur',''
,S_06,coarse,hair,wrinkled,,,'coarse','hair','wrinkled','',''
,S_07,coarse,hair,,,,'coarse','hair','','',''
,S_08,smooth,,,,,'smooth','','','',''
,S_09,rubbery,,,,,'rubbery','','','',''
,S_10,thin,fur,,,,'thin','fur','','',''
,S_11,rough,,nofur,fur,,'rough','','nofur','fur',''
,S_12,skin,,,,,'skin','','','',''
,S_13,thick,skin,,,,'thick','skin','','',''
,S_14,light,hair,,,,'light','hair','','',''
,S_15,tough,hide,,,,'tough','hide','','',''
,S_16,smooth,,,,,'smooth','','','',''
,S_17,leather,,,,,'leather','','','',''
,S_18,skin,,light,hair,,'skin','','light','hair',''
,S_19,rough,skin,,,,'rough','skin','','',''
,S_20,rough,,,,,'rough','','','',''
shark,S_01,smooth,,scales,,,'smooth','','scales','',''
,S_02,smooth,skin,,,,'smooth','skin','','',''
,S_03,slippery,,,,,'slippery','','','',''
,S_04,smooth,skin,slimy,,,'smooth','skin','slimy','',''
,S_05,slippery,,,,,'slippery','','','',''
,S_06,smooth,,,,,'smooth','','','',''
,S_07,softskin,,,,,'softskin','','','',''
,S_08,scales,,,,,'scales','','','',''
,S_09,rubbery,,,,,'rubbery','','','',''
,S_10,wet,,,,,'wet','','','',''
,S_11,smooth,,nofur,,,'smooth','','nofur','',''
,S_12,skin,,,,,'skin','','','',''
,S_13,thick,skin,,,,'thick','skin','','',''
,S_14,smooth,,,,,'smooth','','','',''
,S_15,tough,hide,,,,'tough','hide','','',''
,S_16,smooth,,,,,'smooth','','','',''
,S_17,slick,,,,,'slick','','','',''
,S_18,smooth,skin,,,,'smooth','skin','','',''
,S_19,slippery,skin,,,,'slippery','skin','','',''
,S_20,rough,,,,,'rough','','','',''
sheep,S_01,short,,thick,,,'short','','thick','',''
,S_02,fur,,,,,'fur','','','',''
,S_03,hair,,fur,,,'hair','','fur','',''
,S_04,fluff,,,,,'fluff','','','',''
,S_05,fur,,,,,'fur','','','',''
,S_06,short,fur,,,,'short','fur','','',''
,S_07,wool,coat,,,,'wool','coat','','',''
,S_08,fuzz,,,,,'fuzz','','','',''
,S_09,long,hair,,,,'long','hair','','',''
,S_10,soft,fur,,,,'soft','fur','','',''
,S_11,rough,fur,circular,,,'rough','fur','circular','',''
,S_12,fur,,,,,'fur','','','',''
,S_13,thick,fur,,,,'thick','fur','','',''
,S_14,fluff,,,,,'fluff','','','',''
,S_15,short,hair,,,,'short','hair','','',''
,S_16,rough,coat,,,,'rough','coat','','',''
,S_17,fur,,,,,'fur','','','',''
,S_18,long,hair,,,,'long','hair','','',''
,S_19,medium,hair,smooth,,,'medium','hair','smooth','',''
,S_20,shoft,fur,,,,'shoft','fur','','',''
skunk,S_01,short,,fine,,,'short','','fine','',''
,S_02,fur,,,,,'fur','','','',''
,S_03,hair,,fur,,,'hair','','fur','',''
,S_04,short,fur,,,,'short','fur','','',''
,S_05,fur,,,,,'fur','','','',''
,S_06,thick,fur,,,,'thick','fur','','',''
,S_07,soft,fur,,,,'soft','fur','','',''
,S_08,fuzz,,,,,'fuzz','','','',''
,S_09,long,hair,,,,'long','hair','','',''
,S_10,soft,fur,,,,'soft','fur','','',''
,S_11,smooth,fur,,,,'smooth','fur','','',''
,S_12,fur,,,,,'fur','','','',''
,S_13,thin,fur,,,,'thin','fur','','',''
,S_14,medium,hair,,,,'medium','hair','','',''
,S_15,long,hair,,,,'long','hair','','',''
,S_16,rough,,,,,'rough','','','',''
,S_17,fur,,,,,'fur','','','',''
,S_18,thick,fur,,,,'thick','fur','','',''
,S_19,medium,hair,smooth,,,'medium','hair','smooth','',''
,S_20,soft,fur,,,,'soft','fur','','',''
sloth,S_01,short,,fine,,,'short','','fine','',''
,S_02,fur,,hair,,,'fur','','hair','',''
,S_03,long,fur,,,,'long','fur','','',''
,S_04,fur,,,,,'fur','','','',''
,S_05,fur,,,,,'fur','','','',''
,S_06,short,fur,,,,'short','fur','','',''
,S_07,soft,fur,,,,'soft','fur','','',''
,S_08,fuzz,,,,,'fuzz','','','',''
,S_09,long,hair,,,,'long','hair','','',''
,S_10,soft,fur,,,,'soft','fur','','',''
,S_11,rough,fur,,,,'rough','fur','','',''
,S_12,fur,,,,,'fur','','','',''
,S_13,thick,fur,,,,'thick','fur','','',''
,S_14,medium,coat,hair,,,'medium','coat','hair','',''
,S_15,long,hair,,,,'long','hair','','',''
,S_16,rough,coat,,,,'rough','coat','','',''
,S_17,bristles,,,,,'bristles','','','',''
,S_18,long,hair,,,,'long','hair','','',''
,S_19,short,hair,thick,,,'short','hair','thick','',''
,S_20,soft,fur,,,,'soft','fur','','',''
swan,S_01,feathers,,,,,'feathers','','','',''
,S_02,feathers,,,,,'feathers','','','',''
,S_03,feathers,,,,,'feathers','','','',''
,S_04,feathers,,,,,'feathers','','','',''
,S_05,feathers,,,,,'feathers','','','',''
,S_06,rough,skin,some,fur,,'rough','skin','some','fur',''
,S_07,soft,feathers,,,,'soft','feathers','','',''
,S_08,feathers,,,,,'feathers','','','',''
,S_09,feathers,,,,,'feathers','','','',''
,S_10,feathers,,,,,'feathers','','','',''
,S_11,smooth,fur,,,,'smooth','fur','','',''
