,CB_09,neutral,tan,,,,,,
,CB_10,brown,stripes,,,,,,
,CB_11,gray,,,,,,,
,CB_12,dark,,,,,,,
,CB_13,black,white,,,,,,
,CB_14,dark,,,,,,,
,CB_15,brown,,,,,,,
,CB_16,spots,,,,,,,
,CB_17,stripes,pattern,,,,,,
,CB_18,spots,,,,,,,
,CB_19,zoo,,,,,,,
,CB_23,black,,,,,,,
goat,CB_01,brown,,,,,,,
,CB_02,ambiguous,,,,,,,
,CB_03,dark,brown,,,,,,
,CB_04,dark,,,,,,,
,CB_05,brown,,,,,,,
,CB_06,dark,,,,,,,
,CB_08,dark,single,,,,,,
,CB_09,neutral,tan,,,,,,
,CB_10,white,,,,,,,
,CB_11,multi,,,,,,,
,CB_12,dark,,,,,,,
,CB_13,light,,,,,,,
,CB_14,multi,,,,,,,
,CB_15,white,,,,,,,
,CB_16,spots,,,,,,,
,CB_17,tan,,,,,,,
,CB_18,white,,,,,,,
,CB_19,farm,,,,,,,
,CB_23,black,,,,,,,
gorilla,CB_01,white,,,,,,,
,CB_02,dark,,,,,,,
,CB_03,dark,brown,,,,,,
,CB_04,dark,,,,,,,
,CB_05,brown,,,,,,,
,CB_06,dark,,,,,,,
,CB_08,IDK,,,,,,,
,CB_09,white,,,,,,,
,CB_10,brown,stripes,,,,,,
,CB_11,multi,,,,,,,
,CB_12,dark,,,,,,,
,CB_13,dark,,,,,,,
,CB_14,dark,,,,,,,
,CB_15,brown,,,,,,,
,CB_16,spots,,,,,,,
,CB_17,brown,gray,,,,,,
,CB_18,IDK,,,,,,,
,CB_19,zoo,,,,,,,
,CB_23,brown,,,,,,,
grizzly,CB_01,black,,,,,,,
,CB_02,bright,,,,,,,
,CB_03,white,,,,,,,
,CB_04,dark,,,,,,,
,CB_05,brown,,,,,,,
,CB_06,dark,,,,,,,
,CB_08,dark,single,,,,,,
,CB_09,dark,,,,,,,
,CB_10,brown,stripes,,,,,,
,CB_11,gray,,,,,,,
,CB_12,brown,,,,,,,
,CB_13,black,,,,,,,
,CB_14,dark,,,,,,,
,CB_15,white,,,,,,,
,CB_16,spots,,,,,,,
,CB_17,white,pink,,,,,,
,CB_18,IDK,,,,,,,
,CB_19,wild,,,,,,,
,CB_23,white,,,,,,,
hippo,CB_01,brown,,,,,,,
,CB_02,dark,,,,,,,
,CB_03,medium,semibright,,,,,,
,CB_04,light,gray,,,,,,
,CB_05,gray,,,,,,,
,CB_06,stripes,,,,,,,
,CB_08,dark,single,,,,,,
,CB_09,white,,,,,,,
,CB_10,black,,,,,,,
,CB_11,white,,,,,,,
,CB_12,pink,,,,,,,
,CB_13,dark,,,,,,,
,CB_14,dark,,,,,,,
,CB_15,flash,skin,,,,,,
,CB_16,white,,,,,,,
,CB_17,stripes,pattern,,,,,,
,CB_18,IDK,,,,,,,
,CB_19,wild,,,,,,,
,CB_23,brown,,,,,,,
killerwhale,CB_01,white,,,,,,,
,CB_02,bright,,,,,,,
,CB_03,medium,semibright,,,,,,
,CB_04,light,gray,,,,,,
,CB_05,gray,,,,,,,
,CB_06,bright,,,,,,,
,CB_08,water,,,,,,,
,CB_09,environment,,,,,,,
,CB_10,blue,,,,,,,
,CB_11,multi,,,,,,,
,CB_12,blue,,,,,,,
,CB_13,water,,,,,,,
,CB_14,multi,,,,,,,
,CB_15,flash,skin,,,,,,
,CB_16,black,,,,,,,
,CB_17,white,pink,,,,,,
,CB_18,IDK,,,,,,,
,CB_19,water,,,,,,,
,CB_23,black,,,,,,,
lion,CB_01,white,,,,,,,
,CB_02,dark,,,,,,,
,CB_03,dark,brown,,,,,,
,CB_04,bright,,,,,,,
,CB_05,brown,,,,,,,
,CB_06,stripes,,,,,,,
,CB_08,dark,single,,,,,,
,CB_09,neutral,tan,,,,,,
,CB_10,white,,,,,,,
,CB_11,multi,,,,,,,
,CB_12,red,,,,,,,
,CB_13,dark,,,,,,,
,CB_14,dark,,,,,,,
,CB_15,gold,,,,,,,
,CB_16,spots,,,,,,,
,CB_17,stripes,pattern,,,,,,
,CB_18,orange,,,,,,,
,CB_19,zoo,,,,,,,
,CB_23,gold,,,,,,,
llama,CB_01,brown,,,,,,,
,CB_02,ambiguous,,,,,,,
,CB_03,stripes,,,,,,,
,CB_04,dark,,,,,,,
,CB_05,white,,,,,,,
,CB_06,stripes,,,,,,,
,CB_08,dark,single,,,,,,
,CB_09,pattern,unusual,,,,,,
,CB_10,white,,,,,,,
,CB_11,white,,,,,,,
,CB_12,brown,,,,,,,
,CB_13,dark,,,,,,,
,CB_14,light,,,,,,,
,CB_15,white,,,,,,,
,CB_16,spots,,,,,,,
,CB_17,black,,,,,,,
,CB_18,IDK,,,,,,,
,CB_19,wild,,,,,,,
,CB_23,brown,,,,,,,
mammoth,CB_01,brown,,,,,,,
,CB_02,ambiguous,,,,,,,
,CB_03,red,,,,,,,
,CB_04,dark,,,,,,,
,CB_05,brown,,,,,,,
,CB_06,dark,,,,,,,
,CB_08,dark,single,,,,,,
,CB_09,pattern,unusual,,,,,,
,CB_10,black,,,,,,,
,CB_11,gray,,,,,,,
,CB_12,dark,,,,,,,
,CB_13,dark,,,,,,,
,CB_14,multi,,,,,,,
,CB_15,white,,,,,,,
,CB_16,exotic,multi,,,,,,
,CB_17,brown,gray,,,,,,
,CB_18,white,,,,,,,
,CB_19,wild,,,,,,,
,CB_23,white,,,,,,,
panda,CB_01,black,,,,,,,
,CB_02,ambiguous,,,,,,,
,CB_03,stripes,,,,,,,
,CB_04,light,gray,,,,,,
,CB_05,white,,,,,,,
,CB_06,bright,,,,,,,
,CB_08,spots,stripes,,,,,,
,CB_09,white,,,,,,,
,CB_10,black,,,,,,,
,CB_11,white,,,,,,,
,CB_12,white,,,,,,,
,CB_13,light,,,,,,,
,CB_14,light,,,,,,,
,CB_15,red,,,,,,,
,CB_16,spots,,,,,,,
,CB_17,brown,gray,,,,,,
,CB_18,spots,,,,,,,
,CB_19,bears,,,,,,,
,CB_23,brown,,,,,,,
panther,CB_01,white,,,,,,,
,CB_02,ambiguous,,,,,,,
,CB_03,dark,brown,,,,,,
,CB_04,dark,,,,,,,
,CB_05,black,,,,,,,
,CB_06,dark,,,,,,,
,CB_08,dark,single,,,,,,
,CB_09,dark,,,,,,,
,CB_10,pink,,,,,,,
,CB_11,gray,,,,,,,
,CB_12,pink,,,,,,,
,CB_13,dark,,,,,,,
,CB_14,dark,,,,,,,
,CB_15,stripes,spots,,,,,,
,CB_16,spots,,,,,,,
,CB_17,brown,grey,,,,,,
,CB_18,black,,,,,,,
,CB_19,wild,,,,,,,
,CB_23,white,,,,,,,
pig,CB_01,brown,,,,,,,
,CB_02,ambiguous,,,,,,,
,CB_03,red,,,,,,,
,CB_04,dark,,,,,,,
,CB_05,brown,,,,,,,
,CB_06,dark,,,,,,,
,CB_08,dark,single,,,,,,
,CB_09,neutral,tan,,,,,,
,CB_10,brown,stripes,,,,,,
,CB_11,multi,,,,,,,
,CB_12,pink,,,,,,,
,CB_13,pink,,,,,,,
,CB_14,light,,,,,,,
,CB_15,pink,,,,,,,
,CB_16,exotic,multi,,,,,,
,CB_17,tan,,,,,,,
,CB_18,IDK,,,,,,,
,CB_19,farm,,,,,,,
,CB_23,brown,,,,,,,
pigeon,CB_01,black,,,,,,,
,CB_02,bright,,,,,,,
,CB_03,dark,brown,,,,,,
,CB_04,light,gray,,,,,,
,CB_05,gray,,,,,,,
,CB_06,dark,,,,,,,
,CB_08,fly,birds,,,,,,
,CB_09,environment,,,,,,,
,CB_10,white,,,,,,,
,CB_11,multi,,,,,,,
,CB_12,blue,,,,,,,
,CB_13,light,,,,,,,
,CB_14,multi,,,,,,,
,CB_15,gray,,,,,,,
,CB_16,black,,,,,,,
,CB_17,black,,,,,,,
,CB_18,IDK,,,,,,,
,CB_19,birds,,,,,,,
,CB_23,brown,,,,,,,
polarbear,CB_01,black,,,,,,,
,CB_02,bright,,,,,,,
,CB_03,white,,,,,,,
,CB_04,light,gray,,,,,,
,CB_05,white,,,,,,,
,CB_06,bright,,,,,,,
,CB_08,dark,single,,,,,,
,CB_09,white,,,,,,,
,CB_10,brown,stripes,,,,,,
,CB_11,multi,,,,,,,
,CB_12,white,,,,,,,
,CB_13,light,,,,,,,
,CB_14,dark,,,,,,,
,CB_15,white,,,,,,,
,CB_16,white,,,,,,,
,CB_17,white,pink,,,,,,
,CB_18,white,,,,,,,
,CB_19,bears,,,,,,,
,CB_23,white,,,,,,,
rhino,CB_01,brown,,,,,,,
,CB_02,ambiguous,,,,,,,
,CB_03,white,,,,,,,
,CB_04,dark,,,,,,,
,CB_05,black,,,,,,,
,CB_06,dark,,,,,,,
,CB_08,dark,single,,,,,,
,CB_09,dark,,,,,,,
,CB_10,black,,,,,,,
,CB_11,white,,,,,,,
,CB_12,stripes,,,,,,,
,CB_13,light,,,,,,,
,CB_14,dark,,,,,,,
,CB_15,gray,,,,,,,
,CB_16,white,,,,,,,
,CB_17,stripes,pattern,,,,,,
,CB_18,IDK,,,,,,,
,CB_19,wild,,,,,,,
,CB_23,black,,,,,,,
shark,CB_01,white,,,,,,,
,CB_02,bright,,,,,,,
,CB_03,medium,semibright,,,,,,
,CB_04,light,gray,,,,,,
,CB_05,gray,,,,,,,
,CB_06,,,,,,,,
,CB_08,water,,,,,,,
,CB_09,environment,,,,,,,
,CB_10,blue,,,,,,,
,CB_11,white,,,,,,,
,CB_12,white,,,,,,,
,CB_13,water,,,,,,,
,CB_14,multi,,,,,,,
,CB_15,flash,skin,,,,,,
,CB_16,black,,,,,,,
,CB_17,white,pink,,,,,,
,CB_18,IDK,,,,,,,
,CB_19,water,,,,,,,
,CB_23,multi,,,,,,,
sheep,CB_01,brown,,,,,,,
,CB_02,bright,,,,,,,
,CB_03,white,,,,,,,
,CB_04,light,gray,,,,,,
,CB_05,black,,,,,,,
,CB_06,dark,,,,,,,
,CB_08,dark,single,,,,,,
,CB_09,neutral,tan,,,,,,
,CB_10,black,,,,,,,
,CB_11,white,,,,,,,
,CB_12,black,,,,,,,
,CB_13,light,,,,,,,
,CB_14,multi,,,,,,,
,CB_15,white,,,,,,,
,CB_16,spots,,,,,,,
,CB_17,tan,,,,,,,
,CB_18,white,,,,,,,
,CB_19,farm,,,,,,,
,CB_23,brown,,,,,,,
skunk,CB_01,brown,,,,,,,
,CB_02,stripes,,,,,,,
,CB_03,white,,,,,,,
,CB_04,dark,,,,,,,
,CB_05,stripes,,,,,,,
,CB_06,stripes,,,,,,,
,CB_08,black,white,,,,,,
,CB_09,dark,,,,,,,
,CB_10,black,,,,,,,
,CB_11,gray,,,,,,,
,CB_12,dark,,,,,,,
,CB_13,black,white,,,,,,
,CB_14,multi,,,,,,,
,CB_15,stripes,spots,,,,,,
,CB_16,spots,,,,,,,
,CB_17,brown,gray,,,,,,
,CB_18,IDK,,,,,,,
,CB_19,wild,,,,,,,
,CB_23,brown,,,,,,,
sloth,CB_01,brown,,,,,,,
,CB_02,dark,,,,,,,
,CB_03,white,,,,,,,
,CB_04,dark,,,,,,,
,CB_05,brown,,,,,,,
,CB_06,dark,,,,,,,
,CB_08,dark,single,,,,,,
,CB_09,dark,,,,,,,
,CB_10,brown,stripes,,,,,,
,CB_11,gray,,,,,,,
,CB_12,dark,,,,,,,
,CB_13,dark,,,,,,,
,CB_14,light,,,,,,,
,CB_15,brown,,,,,,,
,CB_16,spots,,,,,,,
,CB_17,black,,,,,,,
,CB_18,IDK,,,,,,,
,CB_19,water,,,,,,,
,CB_23,black,,,,,,,
swan,CB_01,white,,,,,,,
,CB_02,bright,,,,,,,
,CB_03,medium,semibright,,,,,,
,CB_04,light,gray,,,,,,
,CB_05,white,,,,,,,
,CB_06,bright,,,,,,,
,CB_08,bright,,,,,,,
,CB_09,environment,,,,,,,
,CB_10,brown,stripes,,,,,,
,CB_11,white,,,,,,,
,CB_12,white,,,,,,,
,CB_13,light,,,,,,,
,CB_14,multi,,,,,,,
,CB_15,white,,,,,,,
,CB_16,black,,,,,,,
,CB_17,white,pink,,,,,,
,CB_18,white,,,,,,,
,CB_19,birds,,,,,,,
,CB_23,multi,,,,,,,
zebra,CB_01,white,,,,,,,
,CB_02,stripes,,,,,,,
,CB_03,stripes,,,,,,,
,CB_04,dark,,,,,,,
,CB_05,stripes,,,,,,,
,CB_06,stripes,,,,,,,
,CB_08,spots,stripes,,,,,,
,CB_09,patterns,unusual,,,,,,
,CB_10,brown,stripes,,,,,,
,CB_11,white,,,,,,,
,CB_12,stripes,,,,,,,
,CB_13,black,white,,,,,,
,CB_14,dark,,,,,,,
,CB_15,stripes,spots,,,,,,
,CB_16,spots,,,,,,,
,CB_17,stripes,pattern,,,,,,
,CB_18,stripes,,,,,,,
,CB_19,zoo,,,,,,,
,CB_23,stripes,,,,,,,
